Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system: Equatorial
|name        |ra        |dec      |trigger_time           |
|GRB091123081|22 31 16.8|+13 21 00|2009-11-23 01:55:59.753|
|GRB091123298|19 48 26.4|-29 10 48|2009-11-23 07:08:37.260|
|GRB091126333|05 33 00.0|-19 16 12|2009-11-26 07:59:24.762|
|GRB091126389|03 09 40.8|+31 31 12|2009-11-26 09:19:48.533|
|GRB091127976|02 26 19.9|-18 57 09|2009-11-27 23:25:45.483|
|GRB091128285|08 30 45.6|+01 43 48|2009-11-28 06:50:34.641|
|GRB091201089|01 51 21.6|+11 56 24|2009-12-01 02:07:32.948|
|GRB091202072|17 10 00.0|-01 54 00|2009-12-02 01:44:06.528|
|GRB091202219|00 55 26.4|+09 04 48|2009-12-02 05:15:42.658|
|GRB091207333|00 50 40.8|-50 11 24|2009-12-07 08:00:10.106|
|GRB091208410|01 57 34.1|+16 53 24|2009-12-08 09:49:57.956|
|GRB091209001|17 23 50.4|+38 17 24|2009-12-09 00:00:44.898|
|GRB091215234|18 53 00.0|+17 33 00|2009-12-15 05:37:26.865|
|GRB091219462|19 37 57.6|+71 54 36|2009-12-19 11:04:45.495|
|GRB091220442|11 07 04.8|+04 48 36|2009-12-20 10:36:50.636|
|GRB091221870|03 43 11.6|+23 14 25|2009-12-21 20:52:57.217|
|GRB091223191|13 32 55.2|+76 21 00|2009-12-23 04:35:10.355|
|GRB091223511|15 25 04.8|+54 43 48|2009-12-23 12:15:53.690|
|GRB091224373|22 04 40.8|+18 15 36|2009-12-24 08:57:36.557|
|GRB091227294|19 47 45.6|+02 36 00|2009-12-27 07:03:13.386|
|GRB091230260|06 46 07.2|+00 40 48|2009-12-30 06:14:09.359|
|GRB091230712|03 26 36.0|+77 10 12|2009-12-30 17:05:14.017|
|GRB091231206|13 17 26.4|-60 42 00|2009-12-31 04:56:33.488|
|GRB091231540|16 05 02.4|+03 17 24|2009-12-31 12:57:48.581|
|GRB100101028|20 29 16.8|-27 00 00|2010-01-01 00:39:49.336|
|GRB100101988|04 42 38.4|+18 41 24|2010-01-01 23:42:15.183|
|GRB100107074|00 25 14.4|-21 14 24|2010-01-07 01:46:31.865|
|GRB100111176|16 28 11.5|+15 33 03|2010-01-11 04:12:49.695|
|GRB100112418|16 00 33.6|-75 06 00|2010-01-12 10:01:17.555|
|GRB100116897|20 20 04.8|+14 27 00|2010-01-16 21:31:00.242|
|GRB100117879|00 45 02.4|-01 35 38|2010-01-17 21:06:19.663|
|GRB100118100|00 37 02.4|-37 22 12|2010-01-18 02:23:33.698|
|GRB100122616|05 16 48.0|-02 42 36|2010-01-22 14:47:37.314|
|GRB100126460|22 33 28.8|-18 44 24|2010-01-26 11:03:05.125|
|GRB100130729|01 24 45.6|-24 45 00|2010-01-30 17:29:24.145|
|GRB100130777|05 14 16.8|+20 49 48|2010-01-30 18:38:35.463|
|GRB100131730|08 01 36.0|+16 27 00|2010-01-31 17:30:57.670|
|GRB100201588|07 42 40.8|-54 21 00|2010-02-01 14:06:17.505|
|GRB100204024|03 23 07.2|-47 53 24|2010-02-04 00:33:53.545|
|GRB100204566|18 12 16.8|-52 46 48|2010-02-04 13:34:43.375|
|GRB100204858|06 05 09.6|-20 56 24|2010-02-04 20:36:03.767|
|GRB100205490|08 55 40.8|-23 01 12|2010-02-05 11:45:38.258|
|GRB100206563|03 08 38.8|+13 09 28|2010-02-06 13:30:05.390|
|GRB100207665|20 31 26.4|-27 43 48|2010-02-07 15:57:54.765|
|GRB100207721|21 27 07.2|-15 46 48|2010-02-07 17:18:29.724|
|GRB100208386|17 21 00.0|+27 31 48|2010-02-08 09:15:33.942|
|GRB100210101|16 17 31.2|+16 04 48|2010-02-10 02:24:49.468|
|GRB100211440|08 49 00.0|+29 29 24|2010-02-11 10:33:35.169|
|GRB100212550|08 57 04.8|+32 13 12|2010-02-12 13:11:45.469|
|GRB100212588|23 45 40.8|+49 29 24|2010-02-12 14:07:22.295|
|GRB100216422|10 17 12.0|+35 30 00|2010-02-16 10:07:00.187|
|GRB100218194|13 46 33.6|-11 56 24|2010-02-18 04:38:45.933|
|GRB100219026|22 03 43.2|+37 47 24|2010-02-19 00:37:14.760|
|GRB100221368|01 48 28.8|-17 24 36|2010-02-21 08:50:26.486|
|GRB100223110|06 58 00.0|+03 42 00|2010-02-23 02:38:09.306|
|GRB100224112|17 58 14.4|-17 04 48|2010-02-24 02:40:55.477|
|GRB100225115|20 41 12.0|-59 24 00|2010-02-25 02:45:31.147|
|GRB100225249|23 31 24.0|+15 01 48|2010-02-25 05:59:05.472|
|GRB100225580|20 57 04.8|+00 12 36|2010-02-25 13:55:31.343|
|GRB100225703|09 51 38.4|+34 00 36|2010-02-25 16:52:18.116|
|GRB100228544|13 19 19.2|+15 37 12|2010-02-28 13:02:41.283|
|GRB100228873|07 51 57.6|+18 37 48|2010-02-28 20:57:47.668|
|GRB100301068|07 20 33.6|-15 40 48|2010-03-01 01:37:18.634|
|GRB100301223|13 27 24.0|+19 49 48|2010-03-01 05:21:46.188|
|GRB100302061|11 04 45.6|+31 30 36|2010-03-02 01:28:01.644|
|GRB100304004|05 04 48.0|+60 27 36|2010-03-04 00:05:20.714|
|GRB100304534|17 20 33.6|-21 55 12|2010-03-04 12:48:18.560|
|GRB100306199|14 24 09.6|-29 22 12|2010-03-06 04:46:25.742|
|GRB100307928|08 37 40.8|+32 58 12|2010-03-07 22:16:30.227|
|GRB100311518|20 13 38.4|-27 46 12|2010-03-11 12:25:54.112|
|GRB100313288|11 30 50.4|-52 34 48|2010-03-13 06:54:23.220|
|GRB100313509|12 25 28.8|+11 43 12|2010-03-13 12:12:17.294|
|GRB100315361|13 55 36.0|+30 08 24|2010-03-15 08:39:12.742|
|GRB100318611|14 03 50.4|+21 11 24|2010-03-18 14:39:24.605|
|GRB100322045|01 25 16.8|-12 26 24|2010-03-22 01:05:09.643|
|GRB100323542|12 35 28.8|-18 39 36|2010-03-23 13:00:44.754|
|GRB100324172|02 38 41.3|-19 17 13|2010-03-24 04:07:36.487|
|GRB100325246|13 56 33.6|-79 06 00|2010-03-25 05:54:43.949|
|GRB100325275|22 00 57.6|-26 28 12|2010-03-25 06:36:08.023|
|GRB100326294|08 44 57.6|-28 10 48|2010-03-26 07:03:05.503|
|GRB100326402|20 58 48.0|+00 27 00|2010-03-26 09:38:20.044|
|GRB100328141|10 23 45.6|+47 01 48|2010-03-28 03:22:44.605|
|GRB100330309|13 28 19.2|-00 54 00|2010-03-30 07:24:51.726|
|GRB100330856|21 45 31.2|-06 58 12|2010-03-30 20:32:48.269|
|GRB100401297|19 23 12.0|-08 18 00|2010-04-01 07:07:32.241|
|GRB100406758|05 11 09.6|+26 51 36|2010-04-06 18:11:25.776|
|GRB100410356|08 40 04.8|+21 28 48|2010-04-10 08:31:57.469|
|GRB100410740|05 12 31.2|+61 19 48|2010-04-10 17:45:46.662|
|GRB100411516|14 02 26.4|+47 54 36|2010-04-11 12:22:57.344|
|GRB100413732|17 44 53.3|+15 50 02|2010-04-13 17:33:31.924|
|GRB100414097|12 48 26.9|+08 41 30|2010-04-14 02:20:21.986|
|GRB100417166|17 25 14.4|+50 22 48|2010-04-17 03:59:43.728|
|GRB100417789|19 43 14.4|+09 50 24|2010-04-17 18:55:40.286|
|GRB100420008|08 13 50.4|-04 23 24|2010-04-20 00:12:06.599|
|GRB100421917|23 22 43.2|-25 39 36|2010-04-21 21:59:48.390|
|GRB100423244|07 58 40.8|+05 46 48|2010-04-23 05:51:25.750|
|GRB100424729|16 26 52.8|-48 51 00|2010-04-24 17:30:10.128|
|GRB100424876|00 31 09.6|+43 21 00|2010-04-24 21:01:52.590|
|GRB100427356|05 56 40.8|-03 27 36|2010-04-27 08:32:08.706|
|GRB100429999|05 56 21.6|-69 57 36|2010-04-29 23:59:51.640|
|GRB100502356|08 44 02.4|+18 22 48|2010-05-02 08:33:02.942|
|GRB100503554|09 49 55.2|+03 57 36|2010-05-03 13:18:03.890|
|GRB100504806|17 02 19.2|-35 36 00|2010-05-04 19:20:55.536|
|GRB100506653|06 48 33.6|+58 35 24|2010-05-06 15:39:49.295|
|GRB100507577|00 11 36.0|-79 00 36|2010-05-07 13:51:15.728|
|GRB100510810|23 43 12.0|-35 36 00|2010-05-10 19:27:06.969|
|GRB100511035|07 17 09.6|-04 39 00|2010-05-11 00:49:56.230|
|GRB100513879|21 24 09.6|+22 15 00|2010-05-13 21:05:57.669|
|GRB100515467|18 21 52.8|+27 00 36|2010-05-15 11:13:09.037|
|GRB100516369|18 17 38.4|-08 12 00|2010-05-16 08:50:41.063|
|GRB100516396|19 50 43.2|+18 39 36|2010-05-16 09:30:38.317|
|GRB100517072|06 43 43.2|-28 59 24|2010-05-17 01:43:08.108|
|GRB100517132|02 42 31.2|-44 19 12|2010-05-17 03:09:50.123|
|GRB100517154|16 14 21.6|-10 22 12|2010-05-17 03:42:08.055|
|GRB100517243|00 41 45.6|+04 25 48|2010-05-17 05:49:52.102|
|GRB100517639|03 30 55.2|-71 52 12|2010-05-17 15:19:58.025|
|GRB100519204|12 45 57.6|+57 24 36|2010-05-19 04:53:22.707|
|GRB100522157|00 27 56.8|+09 24 08|2010-05-22 03:45:52.294|
|GRB100525744|16 47 16.8|+41 02 24|2010-05-25 17:51:25.081|
|GRB100527795|15 07 19.2|+19 46 48|2010-05-27 19:04:37.242|
|GRB100528075|20 44 28.6|+27 48 36|2010-05-28 01:48:01.110|
|GRB100530737|19 18 55.2|+31 02 24|2010-05-30 17:41:51.226|
|GRB100604287|16 33 12.0|-73 11 24|2010-06-04 06:53:34.815|
|GRB100605774|18 13 43.2|-67 36 00|2010-06-05 18:35:10.744|
|GRB100608382|02 02 09.6|+20 27 00|2010-06-08 09:10:06.339|
|GRB100609783|06 01 55.2|+42 46 48|2010-06-09 18:48:11.327|
|GRB100612545|04 14 07.2|+13 44 24|2010-06-12 13:04:21.656|
|GRB100612726|23 28 00.0|-01 49 48|2010-06-12 17:26:06.127|
|GRB100614498|14 59 02.4|+40 52 12|2010-06-14 11:57:23.306|
|GRB100615083|11 48 49.0|-19 28 55|2010-06-15 01:59:04.371|
|GRB100616773|22 51 38.4|+03 05 24|2010-06-16 18:32:32.896|
|GRB100619015|05 38 28.3|-27 00 43|2010-06-19 00:21:07.026|
|GRB100620119|05 20 24.0|-51 40 48|2010-06-20 02:51:29.113|
|GRB100621452|06 55 19.2|+37 21 00|2010-06-21 10:51:18.259|
|GRB100621529|10 43 26.4|+14 43 12|2010-06-21 12:42:16.430|
|GRB100625773|01 03 10.8|-39 05 18|2010-06-25 18:32:28.472|
|GRB100625891|22 33 02.4|+20 17 24|2010-06-25 21:22:45.185|
|GRB100629801|15 24 50.4|+27 48 36|2010-06-29 19:14:03.353|
|GRB100701490|02 52 26.2|-02 13 26|2010-07-01 11:45:23.069|
|GRB100704149|08 54 32.6|-24 12 58|2010-07-04 03:35:06.103|
|GRB100706693|17 00 38.4|+46 53 24|2010-07-06 16:38:18.924|
|GRB100707032|23 24 16.8|-06 34 12|2010-07-07 00:46:38.987|
|GRB100709602|09 30 07.2|+17 22 48|2010-07-09 14:27:32.983|
|GRB100713980|05 28 14.4|+13 00 00|2010-07-13 23:31:34.013|
|GRB100714672|07 05 28.8|+51 08 24|2010-07-14 16:07:23.778|
|GRB100714686|20 31 45.6|+61 18 00|2010-07-14 16:27:20.078|
|GRB100715477|19 57 04.8|-54 42 36|2010-07-15 11:27:17.640|
|GRB100717372|19 08 14.4|-00 39 36|2010-07-17 08:55:06.212|
|GRB100717446|20 17 14.4|+19 31 48|2010-07-17 10:41:47.118|
|GRB100718160|08 07 19.2|-46 10 48|2010-07-18 03:50:09.607|
|GRB100718796|19 53 52.8|+41 25 48|2010-07-18 19:06:22.577|
|GRB100719311|20 19 28.8|-67 08 24|2010-07-19 07:28:17.623|
|GRB100719825|15 25 38.4|+18 33 36|2010-07-19 19:48:08.093|
|GRB100719989|07 33 12.0|+05 24 00|2010-07-19 23:44:04.129|
|GRB100722096|15 55 04.8|-15 36 36|2010-07-22 02:18:37.242|
|GRB100722291|02 07 14.4|+56 13 48|2010-07-22 06:58:24.724|
|GRB100724029|07 58 23.8|+75 51 22|2010-07-24 00:42:05.992|
|GRB100725475|19 20 07.9|+76 57 23|2010-07-25 11:24:34.893|
|GRB100727238|10 16 39.8|-21 21 50|2010-07-27 05:42:21.998|
|GRB100728095|05 55 02.6|-15 15 22|2010-07-28 02:17:30.611|
|GRB100728439|02 56 12.7|+00 16 48|2010-07-28 10:31:54.974|
|GRB100730463|22 39 09.6|-22 13 48|2010-07-30 11:06:14.968|
|GRB100802240|00 09 52.2|+47 45 16|2010-08-02 05:45:35.676|
|GRB100804104|16 35 52.8|+27 27 00|2010-08-04 02:29:26.348|
|GRB100805300|01 31 12.0|+34 11 24|2010-08-05 07:12:12.477|
|GRB100805845|07 30 52.8|-35 55 48|2010-08-05 20:16:29.528|
|GRB100810049|08 19 04.8|-01 36 36|2010-08-10 01:10:34.243|
|GRB100811108|23 03 28.8|+15 51 36|2010-08-11 02:35:49.363|
|GRB100811781|07 12 33.6|+62 11 24|2010-08-11 18:44:09.297|
|GRB100814160|01 29 53.3|-17 59 47|2010-08-14 03:50:08.809|
|GRB100814351|08 11 16.8|+18 29 24|2010-08-14 08:25:25.746|
|GRB100816009|06 48 28.8|-26 39 36|2010-08-16 00:12:41.415|
|GRB100816026|23 26 57.1|+26 34 43|2010-08-16 00:37:50.944|
|GRB100819498|18 38 24.0|-50 02 24|2010-08-19 11:56:35.262|
|GRB100820373|17 15 09.6|-18 30 36|2010-08-20 08:56:58.474|
|GRB100825287|16 53 45.6|-56 34 12|2010-08-25 06:53:48.670|
|GRB100826957|18 56 00.0|-23 11 24|2010-08-26 22:58:22.898|
|GRB100827455|12 55 36.0|+71 53 24|2010-08-27 10:55:49.333|
|GRB100829374|07 41 48.0|-03 59 24|2010-08-29 08:59:07.023|
|GRB100829876|06 01 38.2|+30 18 50|2010-08-29 21:02:08.990|
|GRB100831651|10 45 02.4|+33 39 00|2010-08-31 15:37:25.943|
|GRB100902990|20 24 09.6|+42 18 36|2010-09-02 23:45:19.223|
|GRB100905907|17 30 36.0|+13 04 48|2010-09-05 21:46:22.989|
|GRB100906576|01 54 44.2|+55 37 50|2010-09-06 13:49:27.630|
|GRB100907751|11 49 09.6|-40 37 48|2010-09-07 18:01:11.635|
|GRB100910818|15 52 24.0|-34 37 12|2010-09-10 19:37:43.963|
|GRB100911816|10 05 16.8|+58 59 24|2010-09-11 19:35:39.905|
|GRB100915243|05 41 34.7|+25 05 42|2010-09-15 05:49:39.616|
|GRB100916779|10 07 50.4|-59 22 48|2010-09-16 18:41:12.493|
|GRB100918863|20 33 38.4|-45 57 36|2010-09-18 20:42:18.015|
|GRB100919884|10 52 57.6|+06 01 12|2010-09-19 21:12:16.281|
|GRB100922625|23 47 55.2|-25 11 24|2010-09-22 14:59:43.009|
|GRB100923844|07 04 28.8|+39 36 00|2010-09-23 20:15:10.669|
|GRB100924165|00 02 41.3|+07 00 14|2010-09-24 03:58:08.317|
|GRB100926595|14 51 00.0|-72 21 00|2010-09-26 14:17:03.943|
|GRB100926694|02 54 19.2|-11 06 00|2010-09-26 16:39:54.516|
|GRB100929235|11 05 19.2|+62 17 24|2010-09-29 05:38:52.495|
|GRB100929315|16 14 28.8|+33 19 48|2010-09-29 07:33:04.048|
|GRB100929916|12 12 07.2|-24 56 24|2010-09-29 21:59:45.821|
|GRB101002279|21 33 24.0|-27 28 12|2010-10-02 06:41:26.946|
|GRB101003244|11 43 24.0|+02 29 24|2010-10-03 05:51:08.008|
|GRB101004426|15 28 52.8|-43 59 24|2010-10-04 10:13:49.456|
|GRB101008697|21 55 30.0|+37 04 02|2010-10-08 16:43:15.609|
|GRB101010190|03 08 45.6|+43 33 36|2010-10-10 04:33:46.830|
|GRB101011707|03 13 12.0|-65 54 00|2010-10-11 16:58:36.534|
|GRB101013412|19 28 19.2|-49 38 24|2010-10-13 09:52:42.881|
|GRB101014175|01 47 45.6|-51 04 12|2010-10-14 04:11:52.622|
|GRB101015558|04 52 38.4|+15 27 36|2010-10-15 13:24:02.667|
|GRB101016243|08 52 09.6|-04 37 12|2010-10-16 05:50:16.072|
|GRB101017619|01 49 52.8|-26 33 00|2010-10-17 14:51:29.484|
|GRB101021009|00 03 28.8|-23 42 36|2010-10-21 00:13:25.356|
|GRB101021063|00 01 50.4|+47 20 24|2010-10-21 01:30:31.658|
|GRB101023951|21 11 52.8|-65 23 09|2010-10-23 22:50:04.727|
|GRB101024486|04 26 01.5|-77 15 53|2010-10-24 11:39:33.602|
|GRB101025146|16 00 45.6|-08 29 24|2010-10-25 03:30:18.643|
|GRB101025267|08 58 50.4|+44 52 48|2010-10-25 06:23:53.693|
|GRB101026034|17 34 48.0|-00 22 12|2010-10-26 00:49:16.140|
|GRB101027230|05 16 04.8|+43 58 12|2010-10-27 05:30:30.762|
|GRB101030664|11 05 33.6|-16 23 20|2010-10-30 15:56:30.716|
|GRB101031625|12 16 28.8|-07 28 12|2010-10-31 14:59:32.727|
|GRB101101744|00 54 12.0|+45 45 00|2010-11-01 17:51:34.024|
|GRB101101899|17 44 09.6|-29 00 00|2010-11-01 21:34:08.903|
|GRB101102840|18 58 43.2|-37 01 48|2010-11-02 20:10:07.430|
|GRB101104810|10 44 04.8|-07 04 48|2010-11-04 19:26:14.051|
|GRB101107011|11 13 19.2|+22 25 48|2010-11-07 00:16:25.117|
|GRB101112924|19 28 52.3|+39 21 32|2010-11-12 22:10:32.449|
|GRB101112984|06 40 24.0|+09 37 12|2010-11-12 23:36:55.811|
|GRB101113483|01 56 19.2|+00 12 36|2010-11-13 11:35:36.398|
|GRB101116481|02 08 00.0|-81 12 00|2010-11-16 11:32:26.737|
|GRB101117496|03 48 45.6|-26 52 12|2010-11-17 11:54:45.754|
|GRB101119685|15 05 57.6|+59 36 36|2010-11-19 16:27:02.658|
|GRB101123952|09 00 38.4|+01 54 36|2010-11-23 22:51:34.973|
|GRB101126198|05 39 04.8|-22 33 00|2010-11-26 04:44:27.477|
|GRB101127093|19 21 14.4|+07 53 24|2010-11-27 02:13:59.070|
|GRB101127102|04 43 48.0|-11 19 12|2010-11-27 02:27:30.903|
|GRB101128322|09 41 52.8|-35 12 00|2010-11-28 07:44:04.238|
|GRB101129652|10 31 00.0|-17 15 00|2010-11-29 15:39:31.658|
|GRB101129726|18 06 09.6|+01 00 36|2010-11-29 17:25:25.340|
|GRB101130074|18 18 26.4|+26 37 12|2010-11-30 01:45:54.346|
|GRB101201418|00 07 49.2|-16 11 46|2010-12-01 10:01:49.740|
|GRB101202154|16 56 04.8|+58 28 48|2010-12-02 03:41:53.838|
|GRB101204343|12 47 38.4|+55 40 12|2010-12-04 08:14:18.605|
|GRB101205309|21 28 24.0|-39 06 00|2010-12-05 07:24:24.862|
|GRB101206036|10 56 19.2|-38 06 36|2010-12-06 00:52:17.530|
|GRB101207536|11 43 00.0|+08 43 12|2010-12-07 12:51:41.314|
|GRB101208203|14 09 36.0|+04 02 24|2010-12-08 04:52:56.916|
|GRB101208498|18 43 45.6|-59 01 12|2010-12-08 11:57:01.198|
|GRB101211485|02 07 21.6|+10 03 36|2010-12-11 11:37:54.516|
|GRB101213451|16 05 15.4|+21 53 50|2010-12-13 10:49:20.799|
|GRB101213849|17 23 57.6|-64 30 36|2010-12-13 20:22:26.267|
|GRB101214748|00 02 45.6|-28 16 12|2010-12-14 17:57:03.972|
|GRB101214993|12 04 31.2|-31 03 36|2010-12-14 23:50:00.971|
|GRB101216721|18 57 04.8|-20 58 12|2010-12-16 17:17:52.544|
|GRB101219686|00 48 55.3|-34 33 58|2010-12-19 16:28:13.121|
|GRB101220576|16 06 16.8|+46 08 24|2010-12-20 13:49:58.133|
|GRB101220864|00 10 48.0|+27 12 00|2010-12-20 20:43:54.119|
|GRB101223834|16 42 12.0|+48 13 12|2010-12-23 20:00:18.096|
|GRB101224227|19 03 42.2|+45 42 54|2010-12-24 05:27:13.862|
|GRB101224578|19 16 33.6|-55 15 00|2010-12-24 13:52:58.224|
|GRB101224614|19 20 38.4|+34 27 36|2010-12-24 14:43:32.930|
|GRB101224998|21 40 40.8|-38 39 36|2010-12-24 23:57:34.942|
|GRB101225377|04 02 43.2|+32 46 12|2010-12-25 09:02:53.498|
|GRB101227195|12 27 09.6|-83 33 00|2010-12-27 04:40:28.716|
|GRB101227406|16 02 00.0|-24 30 00|2010-12-27 09:45:06.568|
|GRB101227536|10 03 28.8|-49 26 24|2010-12-27 12:51:46.193|
|GRB101231067|12 46 50.4|+17 38 24|2010-12-31 01:36:50.611|
|GRB110101202|17 37 02.4|+36 32 24|2011-01-01 04:50:20.479|
|GRB110101506|07 02 00.0|+34 34 48|2011-01-01 12:08:21.576|
|GRB110102788|16 23 31.7|+07 36 58|2011-01-02 18:54:36.007|
|GRB110105877|05 40 26.4|-17 07 12|2011-01-05 21:02:39.598|
|GRB110106893|08 56 47.0|+46 59 53|2011-01-06 21:26:16.078|
|GRB110107886|19 56 31.2|+42 02 24|2011-01-07 21:15:51.799|
|GRB110108977|00 46 28.8|-09 38 24|2011-01-08 23:26:18.515|
|GRB110112934|00 42 24.0|+64 24 36|2011-01-12 22:24:55.290|
|GRB110117364|08 43 28.8|+47 35 24|2011-01-17 08:44:50.803|
|GRB110117626|08 38 02.4|-12 52 48|2011-01-17 15:01:27.632|
|GRB110118857|15 06 16.8|-39 33 00|2011-01-18 20:34:18.791|
|GRB110119931|23 14 13.9|+05 59 15|2011-01-19 22:21:00.168|
|GRB110120666|04 06 24.0|-12 00 00|2011-01-20 15:59:39.229|
|GRB110123804|16 27 52.8|+28 01 48|2011-01-23 19:17:45.045|
|GRB110124784|03 35 19.2|+36 21 00|2011-01-24 18:49:09.070|
|GRB110125894|22 05 24.0|-46 12 36|2011-01-25 21:27:28.394|
|GRB110128073|12 55 36.0|+28 06 00|2011-01-28 01:44:36.439|
|GRB110130230|07 26 02.4|+38 15 00|2011-01-30 05:31:52.582|
|GRB110131780|12 15 09.6|+72 54 36|2011-01-31 18:42:38.573|
|GRB110201399|09 10 19.2|+88 36 19|2011-02-01 09:35:10.251|
|GRB110204179|00 07 16.8|-17 24 00|2011-02-04 04:17:11.372|
|GRB110205027|23 58 55.2|-80 26 24|2011-02-05 00:39:04.651|
|GRB110205588|20 50 45.6|-55 51 00|2011-02-05 14:07:20.012|
|GRB110206202|22 14 48.0|+01 36 36|2011-02-06 04:50:36.061|
|GRB110207470|00 50 10.1|-10 48 22|2011-02-07 11:17:20.287|
|GRB110207959|11 56 00.0|-58 25 48|2011-02-07 23:00:26.406|
|GRB110209165|21 58 48.0|-21 55 48|2011-02-09 03:58:08.298|
|GRB110212550|20 45 19.2|-74 30 00|2011-02-12 13:12:33.523|
|GRB110213220|02 52 01.0|+49 17 28|2011-02-13 05:17:11.272|
|GRB110213876|00 25 07.2|+27 32 24|2011-02-13 21:00:51.342|
|GRB110217591|18 18 57.6|+32 21 00|2011-02-17 14:10:46.531|
|GRB110220761|12 21 57.6|+16 34 48|2011-02-20 18:16:21.629|
|GRB110221244|01 00 43.2|+66 03 00|2011-02-21 05:51:19.364|
|GRB110226989|13 17 09.6|+35 46 12|2011-02-26 23:44:31.133|
|GRB110227009|09 54 52.8|-54 02 24|2011-02-27 00:12:28.226|
|GRB110227229|01 40 57.6|+15 53 24|2011-02-27 05:30:10.822|
|GRB110227420|15 30 55.2|-09 56 24|2011-02-27 10:04:12.552|
|GRB110228011|00 41 04.8|-45 40 12|2011-02-28 00:15:58.908|
|GRB110228792|16 20 21.6|+16 24 36|2011-02-28 18:59:50.391|
|GRB110301214|15 17 24.0|+29 24 00|2011-03-01 05:08:43.070|
|GRB110302043|08 09 24.0|+02 54 36|2011-03-02 01:01:51.732|
|GRB110304071|21 31 43.2|+33 16 12|2011-03-04 01:42:33.799|
|GRB110307972|12 52 28.8|+15 38 24|2011-03-07 23:19:08.258|
|GRB110311812|07 50 21.6|+34 17 24|2011-03-11 19:29:21.417|
|GRB110316139|03 06 48.0|-67 34 48|2011-03-16 03:19:41.863|
|GRB110318552|22 33 05.8|-15 16 55|2011-03-18 13:14:16.701|
|GRB110319628|13 51 50.4|-51 34 48|2011-03-19 15:04:45.460|
|GRB110319815|21 42 16.8|-57 06 36|2011-03-19 19:34:02.295|
|GRB110321346|00 53 14.4|-21 48 36|2011-03-21 08:17:42.485|
|GRB110322558|06 36 09.6|-48 54 00|2011-03-22 13:23:42.813|
|GRB110328520|07 50 36.0|+43 06 00|2011-03-28 12:29:19.194|
|GRB110331604|00 26 38.4|+25 59 24|2011-03-31 14:29:06.844|
|GRB110401920|17 54 14.4|+26 52 12|2011-04-01 22:04:19.633|
|GRB110402009|13 09 40.6|+61 14 31|2011-04-02 00:12:58.543|
|GRB110407998|06 29 38.4|-11 57 00|2011-04-07 23:56:57.060|
|GRB110409179|15 54 48.0|-34 19 12|2011-04-09 04:17:20.600|
|GRB110410133|02 03 45.6|-15 57 00|2011-04-10 03:10:52.427|
|GRB110410772|22 28 40.8|-21 57 36|2011-04-10 18:31:19.881|
|GRB110411629|14 01 12.0|-64 59 24|2011-04-11 15:05:15.350|
|GRB110412315|08 53 58.1|+13 31 01|2011-04-12 07:33:35.706|
|GRB110413938|23 30 40.8|+32 19 48|2011-04-13 22:31:09.160|
|GRB110415541|14 15 16.8|+09 03 00|2011-04-15 12:59:22.954|
|GRB110420946|21 20 10.8|-41 16 37|2011-04-20 22:42:11.734|
|GRB110421757|18 28 55.2|+50 48 00|2011-04-21 18:10:39.918|
|GRB110422029|15 06 45.6|+43 01 12|2011-04-22 00:41:48.555|
|GRB110424758|19 33 14.4|-11 07 12|2011-04-24 18:11:36.646|
|GRB110426629|14 39 43.2|-08 43 12|2011-04-26 15:06:26.613|
|GRB110428338|08 33 45.6|+19 56 24|2011-04-28 08:07:05.245|
|GRB110428388|00 21 12.0|+64 48 00|2011-04-28 09:18:30.406|
|GRB110430375|09 48 14.4|+67 57 00|2011-04-30 09:00:13.403|
|GRB110503145|04 42 02.4|-10 54 00|2011-05-03 03:28:26.122|
|GRB110505203|01 07 14.4|-32 18 00|2011-05-05 04:52:56.432|
|GRB110509142|12 03 14.4|-34 00 00|2011-05-09 03:24:38.793|
|GRB110509475|04 58 36.0|-26 58 48|2011-05-09 11:24:15.579|
|GRB110511616|14 16 24.0|-45 25 12|2011-05-11 14:47:12.696|
|GRB110517453|19 44 21.6|-73 45 36|2011-05-17 10:52:35.409|
|GRB110517573|12 40 36.0|+06 17 24|2011-05-17 13:44:47.600|
|GRB110520302|04 44 02.4|-85 55 48|2011-05-20 07:14:26.237|
|GRB110521478|03 50 09.6|-62 20 24|2011-05-21 11:28:58.883|
|GRB110522256|15 15 38.4|+55 31 48|2011-05-22 06:08:17.449|
|GRB110522296|12 17 50.4|+49 19 48|2011-05-22 07:06:01.931|
|GRB110522633|12 02 16.8|-26 48 36|2011-05-22 15:11:56.606|
|GRB110523344|14 36 07.2|-15 25 12|2011-05-23 08:15:54.581|
|GRB110526715|06 49 55.2|-16 25 12|2011-05-26 17:09:01.809|
|GRB110528624|02 59 09.6|-06 52 12|2011-05-28 14:58:44.300|
|GRB110529034|07 53 19.2|+67 54 36|2011-05-29 00:48:42.871|
|GRB110529262|11 30 24.0|+08 47 24|2011-05-29 06:17:41.014|
|GRB110529811|22 42 28.8|+01 51 36|2011-05-29 19:27:12.763|
|GRB110531448|12 42 02.4|+11 51 00|2011-05-31 10:45:10.560|
|GRB110601681|20 42 50.4|+11 28 48|2011-06-01 16:20:16.076|
|GRB110605183|00 59 48.0|+52 27 36|2011-06-05 04:23:32.304|
