Trigger UTC,Trigger Min Time Bin,T50,T90,NN SRC Count,NP SRC Count,NT SRC Count,NB SRC Count,PN SRC Count,PP SRC Count,PT SRC Count,PB SRC Count,NN BKG Count,NP BKG Count,NT BKG Count,NB BKG Count,PN BKG Count,PP BKG Count,PT BKG Count,PB BKG Count,Qw,Qx,Qy,Qz,ECIx,ECIy,ECIz
2024_06_27_01_19_04.386347,0.005,4.735,8.27,55.419423330715176,70.71106089635894,75.44048953357925,51.17023092220258,1173.0253970458416,616.5920521293986,1317.8257862696491,438.6552425347337,346.5805766692848,341.2889391036411,346.55951046642076,347.82976907779744,365.9746029541584,353.4079478706015,364.17421373035074,349.3447574652663,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
