Trigger Time UTC,Min Trigger Time Bin,T50,T90,T05 to Trigger,T25 to Trigger,T75 to Trigger,T95 to Trigger,NN SRC Count,NP SRC Count,NT SRC Count,NB SRC Count,PN SRC Count,PP SRC Count,PT SRC Count,PB SRC Count,NN BKG Count,NP BKG Count,NT BKG Count,NB BKG Count,PN BKG Count,PP BKG Count,PT BKG Count,PB BKG Count,qw,qx,qy,qz,ECIx,ECIy,ECIz
01_26_2022_02_06_54.583301,0.002,5.152,9.068,6.458,8.41,13.562,15.526,1337.0044205101785,646.4966816958997,1448.3336560449998,575.826626037152,130.98061092593656,67.17838358964406,76.81752587182348,64.00225403257517,366.99557948982147,368.5033183041003,365.6663439550001,377.17337396284813,369.0193890740635,373.8216164103559,374.18247412817647,368.99774596742486,0.7071067811865476,0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
