theta,phi,time,NN,NP,NT,NB,PN,PP,PT,PB
100.26,178.93,327.66,0.3441936781090101,0.336351636053965,0.30601335626822906,1.760091742759539,2.379265632865152,8.702135389044251,3.667953863420235,3.8992941040440647
99.68,198.99,469.32,2.887140291777184,8.143800180125869,2.285436878831776,3.59617781483955,0.38946082231865325,0.4147999887506229,0.6479463088133921,0.4071852443767079
101.43,138.81,348.7,0.8490285899400151,0.6660778414334814,0.6581143361610345,0.9039219762104096,3.9332370499296156,11.021013253558055,5.297141817506494,5.430480977529483
101.21,191.33,664.65,1.9471876079392887,4.206840589514457,0.854338724943817,3.446361982678526,0.3150223033392878,0.32877344681599063,0.44422677509859254,0.36438695096250484
101.35,276.32,377.52,9.55307444075019,8.582936317859957,5.340918266523317,5.536352387836,0.42368290993344593,0.46029921083514425,0.5683280679954197,0.4649408654494478
100.7,73.89,335.35,0.5688466546785346,0.660696233873858,0.6038721871884725,0.6725290202115871,10.47554392202989,7.357083400509047,5.337871756504146,5.3632225313322115
101.79,171.27,469.56,0.38978127445906285,0.39295029830454387,0.4374118760273438,0.49083503757547936,2.88298048001838,9.427421672086147,4.429524726358774,4.625493351207875
102.16,203.73,415.83,3.281336036112278,9.672826841795153,3.3256077276190594,4.900782387557227,0.41254411471668184,0.43383911120558866,0.5601229379506393,0.45026500381411183
103.19,78.62,357.82,0.4797100826285306,0.5784608898036073,0.5080025127132091,0.5783245407429582,9.573794743160137,7.560419063929339,5.150597128439697,5.359824762005669
104.29,176.0,456.24,0.396732074062243,0.4250700793524032,0.339360980333296,0.3991470424375994,2.649318332312595,8.53950640170867,4.046881027172917,4.518361273679772
103.7,196.07,492.11,2.8192809018423257,6.601802066797839,1.7032804323223887,4.793250106620675,0.3578752764154213,0.3773565401637779,0.4728874361443748,0.42021862511987373
103.85,281.05,334.31,9.709390970551583,7.879685330568197,5.338606541152847,5.843417086845933,0.486495368699812,0.5364546961157265,0.5543928674736802,0.5701541353244653
105.26,188.4,404.65,1.8164086437271132,2.7049651718113408,0.6479401305248506,4.647740628303791,0.5599545871213318,0.939587540411106,0.4014359256759379,0.6862008304541186
105.85,168.34,388.68,0.4505974937201916,0.45420629041758154,0.5222085725327467,0.5811731724840135,3.156201290135823,9.473624804942968,4.711707729793989,5.273571224876896
