theta,phi,time,NN,NP,NT,NB,PN,PP,PT,PB
66.38 ,125.03 ,827.3821,0.028083138,0.026830084,0.028928334,0.031218228,1.159624745,3.521645123,2.040339461,1.131826615
65.76 ,145.09 ,1065.42,0.024228136,0.023419132,0.025796534,0.026376575,1.116348846,3.501143057,2.056479885,1.129460812
66.15 ,177.55 ,727.9634,0.079542082,0.058196074,0.358620742,0.029986058,0.736509857,2.634656921,1.693276776,1.170176727
65.52 ,197.61 ,361.5539,0.865409944,2.242459683,1.471665824,0.37782337,0.061814193,0.063062396,0.06869618,0.070978931
65.91 ,230.07 ,638.0756,1.037797151,3.552358753,2.072516713,1.160473767,0.041455049,0.037893203,0.038307371,0.036746276
66.30 ,262.54 ,412.1449,2.346081478,2.979703509,1.974032859,1.3514692,0.048761403,0.044391324,0.046354407,0.077921571
65.68 ,282.60 ,479.2531,3.080810634,2.161191752,2.019790232,1.343543488,0.047354409,0.048813556,0.050467821,0.045360807
65.99 ,92.57 ,598.6451,0.038012059,0.036388889,0.036545093,0.043757673,2.531051634,2.753025214,1.955227014,1.262697155
67.01 ,104.97 ,636.1516,0.036084091,0.035170165,0.042021413,0.04024469,1.997554162,3.178947035,1.938845614,1.291562472
67.40 ,137.43 ,1042.0679,0.025399226,0.023506964,0.026113214,0.027584106,1.033260811,3.564775548,1.989071539,1.149277922
66.77 ,157.49 ,482.3754,0.054684117,0.049475303,0.122516697,0.046432614,1.062547459,3.346797769,1.943511284,1.250435613
67.16 ,189.95 ,577.7447,0.441112454,0.967776079,0.926897017,0.097753667,0.041322405,0.040703132,0.042047236,0.045622131
66.93 ,242.47 ,486.0557,1.445525924,3.481531534,2.002689079,1.267165793,0.04496017,0.042601329,0.042618059,0.053249571
66.62 ,72.50 ,508.6743,0.052328473,0.045694498,0.053783152,0.057299958,3.202922956,1.909177996,1.960827085,1.278966383
68.01 ,117.36 ,711.3659,0.031645867,0.031628721,0.031708736,0.036635363,1.446965396,3.461298833,1.933495593,1.221620762
68.40 ,149.83 ,667.7513,0.040264221,0.040337284,0.038005333,0.02892716,1.105996582,3.519730965,1.905295853,1.20862681
67.78 ,169.89 ,700.5925,0.034378354,0.032045454,0.041098498,0.038144653,0.815035104,3.00996883,1.756482039,1.250701239
67.55 ,222.41 ,596.63,1.008053891,3.568792482,1.973810527,1.179927798,0.040518684,0.040729932,0.037895123,0.044525577
67.94 ,254.87 ,441.8369,2.026607898,3.238422618,1.920961852,1.367417424,0.045953868,0.044674815,0.042438774,0.046561188
67.63 ,84.90 ,631.0748,0.03857127,0.032979176,0.043081022,0.045960821,2.840480558,2.472033771,1.879162367,1.282193531
69.01 ,129.76 ,821.8971,0.028141938,0.02620282,0.028488209,0.029848559,1.04594615,3.598027647,1.910649117,1.178221668
69.40 ,162.22 ,578.6336,0.043352788,0.036642591,0.061473832,0.040296311,0.97628792,3.289998808,1.777576726,1.288596626
68.78 ,182.29 ,689.9677,0.060275377,0.057187656,0.499857236,0.045956366,0.655457157,2.393343173,0.635687494,0.397986015
69.17 ,214.75 ,442.0099,1.051199514,3.534285033,1.844315533,1.175448991,0.059402067,0.078258406,0.04661655,0.075931258
68.55 ,234.81 ,491.8735,1.163800598,3.589664991,1.928745857,1.232141792,0.049396102,0.043585282,0.045155774,0.06963065
69.24 ,77.24 ,619.4736,0.040422476,0.037823467,0.040606245,0.044616333,3.117892786,2.156961459,1.81536889,1.309159247
68.63 ,97.30 ,597.4245,0.040702988,0.037967224,0.049822199,0.046086045,2.369497789,2.969113162,1.83219249,1.302992401
6.08 ,281.22 ,2207.0994,0.774668273,0.768917232,3.739470304,0.748784901,0.013101028,0.0140405,0.021228381,0.01712602
69.63 ,109.70 ,685.3261,0.036378132,0.034390742,0.035630636,0.040608009,1.805540643,3.344658339,1.825331486,1.305827799
70.01 ,142.16 ,1053.9178,0.025310389,0.024446263,0.024893757,0.027343398,1.102184292,3.619590034,1.848132868,1.208332845
70.39 ,174.62 ,889.5469,0.026431381,0.026888434,0.032290802,0.029909555,0.727505141,2.849154803,1.542970153,1.185764868
69.78 ,194.69 ,369.0302,0.729816368,1.804263653,0.694935723,0.255137712,0.060363569,0.058380462,0.068086668,0.06663239
70.16 ,227.15 ,514.03,0.985392653,3.636905972,1.856256269,1.250778896,0.048801392,0.048579927,0.043763064,0.062682502
69.55 ,247.21 ,433.6247,1.66955245,3.459240668,1.859352525,1.351150004,0.052515448,0.052871739,0.047227337,0.071436386
69.93 ,279.67 ,413.6456,3.061157539,2.353591118,1.793105098,1.385990007,0.052004972,0.057754908,0.05492417,0.050461827
70.24 ,89.64 ,526.5786,0.042449937,0.03908359,0.046650149,0.052587581,2.713267453,2.705183589,1.726040054,1.291781373
71.22 ,102.04 ,588.8407,0.040412547,0.038444739,0.052530097,0.045874075,2.186206231,3.161209842,1.721209927,1.328483933
70.62 ,122.10 ,784.1619,0.031580455,0.028656242,0.028977698,0.035443111,1.267770416,3.583196879,1.812000523,1.233846444
71.00 ,154.56 ,606.3403,0.042377581,0.039856383,0.072216225,0.033747842,1.065789449,3.494091877,1.74969789,1.266399016
71.37 ,187.02 ,723.0129,0.228248809,0.462604498,0.274370927,0.068665834,0.032794951,0.03390836,0.039272966,0.035241076
71.15 ,239.55 ,352.5937,1.337300766,3.60781552,1.799145523,1.313789382,0.098438786,0.091347319,0.067282455,0.245653027
70.85 ,69.58 ,408.8124,0.063231281,0.060943896,0.071416141,0.080376724,3.353505488,1.802976622,1.764717619,1.311288273
72.20 ,114.44 ,631.8781,0.036077195,0.035092745,0.035150654,0.041018748,1.600162274,3.481388226,1.716082864,1.311538276
71.60 ,134.50 ,832.1616,0.027037529,0.02519073,0.026881186,0.03034027,0.984285269,3.653232362,1.783651232,1.234765941
71.98 ,166.96 ,662.9078,0.036185485,0.034327146,0.048543748,0.037553174,0.829113725,3.188094559,1.587119906,1.258353308
71.75 ,219.48 ,431.7153,1.048456181,3.648105778,1.749432907,1.257704792,0.07370177,0.065960542,0.054094425,0.08967394
72.13 ,251.95 ,363.0096,1.917090075,3.381868792,1.724763948,1.400558009,0.054163123,0.054129523,0.050366328,0.052998325
71.83 ,81.98 ,641.2176,0.035095199,0.036116035,0.042310797,0.049672229,3.010958815,2.394361218,1.669757909,1.319528749
73.18 ,126.84 ,784.7917,0.03002165,0.028721316,0.028166991,0.034103973,1.113199666,3.660605295,1.697748904,1.27138449
72.58 ,146.90 ,904.3801,0.028047845,0.027229652,0.032610846,0.02990901,1.09721067,3.637179306,1.710873609,1.262058633
72.95 ,179.36 ,1003.126,0.027402549,0.028995391,0.09176875,0.027609254,0.639094239,2.641928354,1.290898786,1.053678878
72.73 ,231.88 ,359.5285,1.070761012,3.685393691,1.733694919,1.310793681,0.07317683,0.065453175,0.056078489,0.113581839
72.50 ,284.41 ,354.1156,3.251844041,2.153911824,1.68833428,1.402909562,0.058680842,0.06233189,0.06125265,0.056212366
73.40 ,74.31 ,475.9546,0.049467909,0.046674608,0.051817015,0.059291445,3.272561427,2.05420382,1.617056481,1.335736046
72.81 ,94.38 ,490.752,0.042980692,0.040412455,0.054744875,0.053783858,2.548503191,2.929497036,1.619033296,1.322103654
73.78 ,106.77 ,533.0434,0.042446131,0.038937556,0.047831031,0.046992024,1.979416034,3.350300226,1.612258904,1.346728415
74.15 ,139.24 ,829.0038,0.026944346,0.025615275,0.025737883,0.031186585,1.067881829,3.696588719,1.658210188,1.282921644
73.55 ,159.30 ,601.7692,0.040118599,0.03278807,0.06363034,0.033733944,0.989040336,3.440281301,1.597210724,1.293713324
73.93 ,191.76 ,408.7655,0.501372776,1.329222697,0.270767955,0.142241947,0.052317505,0.049651898,0.05930975,0.057957054
74.37 ,86.71 ,537.2426,0.045625786,0.041751113,0.056046537,0.070516018,2.881454918,2.634694261,1.536156412,1.31832715
74.74 ,119.17 ,670.8032,0.034935291,0.032577583,0.032316962,0.039299172,1.396999486,3.602904901,1.603956536,1.304067006
75.12 ,151.63 ,844.1803,0.02858387,0.02933519,0.0486287,0.034262115,1.064061646,3.622777941,1.578282334,1.294013702
74.52 ,171.70 ,740.2305,0.033416253,0.030807324,0.039436011,0.036728218,0.717850751,3.045624492,1.393705994,1.194477242
75.49 ,184.10 ,546.7494,0.059362657,0.064538206,0.105890547,0.055599973,0.095717915,0.781128684,0.042556994,0.039731263
75.34 ,99.11 ,516.983,0.045353333,0.041955961,0.056536346,0.055482532,2.365482608,3.125306248,1.512734574,1.337769957
76.30 ,111.51 ,576.6988,0.039627808,0.038069768,0.039014462,0.046487416,1.760903009,3.492365397,1.508965746,1.331102381
75.71 ,131.57 ,807.7932,0.029514082,0.027460579,0.028150113,0.033490229,1.006005414,3.709201422,1.587418743,1.322718092
76.08 ,164.03 ,706.0138,0.033780369,0.030008439,0.052455741,0.035340969,0.8613994,3.340052662,1.433978375,1.257906986
75.93 ,79.05 ,572.8202,0.040556216,0.043260437,0.042735208,0.05112468,3.166465244,2.302881878,1.48867716,1.334415908
77.25 ,123.91 ,684.899,0.033676098,0.031847747,0.029888799,0.038959322,1.211959618,3.696184772,1.502441935,1.318995353
76.67 ,143.97 ,808.0921,0.028330888,0.027576202,0.02874848,0.033125655,1.09570752,3.714365024,1.537107881,1.315295797
77.03 ,176.43 ,884.0934,0.024704347,0.025711467,0.030852841,0.030475745,0.628153539,2.841565498,1.190793652,1.071778669
76.59 ,281.48 ,360.1753,3.216527006,2.3284568,1.497357731,1.394997066,0.055966495,0.060730082,0.056474461,0.052692941
77.47 ,71.39 ,343.2823,0.059419392,0.063576499,0.063161973,0.078546823,3.389084582,1.938858203,1.444174294,1.318170125
76.89 ,91.45 ,474.1192,0.046966772,0.043639566,0.056759734,0.077108858,2.705661672,2.854897154,1.414911527,1.312685694
77.84 ,103.85 ,493.6024,0.045392977,0.042468915,0.05268254,0.055170052,2.151582621,3.308720519,1.419553947,1.324336597
78.21 ,136.31 ,763.957,0.029733448,0.028924519,0.028615849,0.03464556,1.001267337,3.748580442,1.484016765,1.334689611
77.62 ,156.37 ,833.755,0.030438331,0.029755638,0.048222469,0.037323772,0.983915864,3.551112553,1.436575093,1.28221833
77.99 ,188.83 ,469.2536,0.301037236,0.7992974,0.139692714,0.087854873,0.044975804,0.045807566,0.050754817,0.049862406
78.43 ,83.78 ,423.722,0.053138275,0.047688196,0.051852517,0.127846583,3.032930864,2.536484273,1.365254511,1.312720735
78.79 ,116.25 ,579.549,0.038801545,0.038177184,0.035392116,0.048945647,1.545656825,3.606053214,1.416344066,1.308266576
79.16 ,148.71 ,860.5096,0.029921908,0.030824337,0.038903678,0.037854781,1.062234823,3.709541736,1.414314523,1.295354504
78.57 ,168.77 ,834.5711,0.03035985,0.028557356,0.0430991,0.039372321,0.713164174,3.217174629,1.262608279,1.177715669
79.38 ,96.18 ,438.2212,0.049877123,0.047084523,0.056139596,0.073609578,2.521847072,3.060419797,1.334463531,1.300683285
80.32 ,108.58 ,514.9187,0.04380597,0.040316021,0.041531976,0.055586523,1.919195775,3.460442671,1.336626904,1.282951167
79.74 ,128.65 ,695.8301,0.033088636,0.03155194,0.030173003,0.039480825,1.06039058,3.745501554,1.41997752,1.324077152
80.10 ,161.11 ,909.0149,0.029948837,0.028835148,0.044051089,0.041792403,0.868730953,3.470330405,1.299299153,1.214797455
79.52 ,181.17 ,848.5214,0.027182256,0.03191148,0.047191616,0.037349848,0.550875515,2.585294648,0.753077385,0.738899296
80.47 ,193.57 ,346.9729,0.524551641,1.688745533,0.281926294,0.220361841,0.065021156,0.065208638,0.072192348,0.066157766
79.96 ,76.12 ,473.9277,0.04956795,0.050974863,0.046874226,0.058635677,3.293377657,2.182182256,1.328554895,1.286055825
81.26 ,120.98 ,574.5723,0.037679961,0.035677439,0.033568776,0.047536897,1.325188302,3.693704646,1.348022712,1.28969484
80.68 ,141.04 ,822.5031,0.031131542,0.029915543,0.030805298,0.038126005,1.086855605,3.765458336,1.385066907,1.304880202
81.05 ,173.51 ,837.5447,0.028596741,0.027009382,0.0339559,0.035504424,0.581075488,3.02406047,1.092520751,1.046113546
81.84 ,100.92 ,435.3441,0.050785772,0.047610494,0.050244107,0.069818762,2.313843838,3.238400772,1.268215417,1.232409486
82.21 ,133.38 ,699.4708,0.03270716,0.031533027,0.029603264,0.041146968,0.978511983,3.768693753,1.33639586,1.289012037
81.63 ,153.44 ,786.0719,0.033603624,0.033158816,0.04334283,0.051556244,0.998519493,3.657059024,1.306082903,1.231065671
81.99 ,185.90 ,549.385,0.166887774,0.272070513,0.094318863,0.072420902,0.039192836,0.039932882,0.043684916,0.040465716
82.42 ,80.86 ,402.0249,0.049675348,0.074614153,0.050848463,0.078376211,3.149095489,2.422492389,1.233934844,1.2256927
82.78 ,113.32 ,503.8439,0.043857014,0.043179187,0.038208457,0.062077646,1.692800045,3.578546744,1.274443672,1.235646152
83.14 ,145.78 ,737.9533,0.033370615,0.032797634,0.037111518,0.043518984,1.076437861,3.75911135,1.292236708,1.249505572
82.57 ,165.84 ,788.5387,0.02986868,0.028945757,0.03815952,0.046285369,0.718147633,3.335892793,1.163816389,1.106229079
83.07 ,283.29 ,345.8941,3.322495476,2.276232347,1.255370003,1.288540301,0.06075736,0.068750203,0.061509627,0.05372836
84.30 ,105.66 ,434.4637,0.051234929,0.049353976,0.046490435,0.071298434,2.081841289,3.391714899,1.204156533,1.185880402
83.72 ,125.72 ,592.2659,0.037027955,0.035847234,0.032428636,0.048745923,1.142724982,3.754891391,1.278706956,1.248619168
84.08 ,158.18 ,632.1564,0.0386532,0.037244705,0.044152116,0.071813914,0.877189664,3.569343206,1.197470976,1.159010721
83.50 ,178.24 ,852.4462,0.024038041,0.023708949,0.027319424,0.028249468,0.43834608,2.775516165,0.890824047,0.87241396
84.44 ,190.64 ,363.4061,0.356352664,1.151120242,0.150218109,0.136557849,0.053611766,0.054081652,0.059373464,0.054215905
83.94 ,73.19 ,364.9884,0.062168226,0.072416348,0.057445179,0.071213308,3.395213912,2.035989914,1.208097618,1.189818087
85.23 ,118.06 ,483.1199,0.045485847,0.043954224,0.040209321,0.069646785,1.470821263,3.673463942,1.222428985,1.192865288
84.66 ,138.12 ,767.9618,0.033914298,0.03253782,0.031399579,0.046689072,1.031977253,3.780237163,1.272776181,1.243510143
85.02 ,170.58 ,587.6228,0.038766581,0.035286376,0.038538257,0.053593778,0.578475156,3.16850205,1.021782737,0.997435138
86.17 ,130.45 ,653.6078,0.039673709,0.036824766,0.033266697,0.05276143,1.011269035,3.781629772,1.236391519,1.211217562
85.59 ,150.52 ,499.8777,0.046368473,0.047905684,0.045180998,0.086889036,1.010541535,3.702019516,1.216869447,1.182823064
85.95 ,182.98 ,588.2162,0.034041193,0.041747981,0.060617515,0.059919411,0.177387446,1.970947047,0.192192773,0.192102918
86.38 ,77.93 ,408.5079,0.05294765,0.060889797,0.048628236,0.058033411,3.258649178,2.284830428,1.141748392,1.136563105
86.74 ,110.39 ,465.6072,0.058740448,0.058137937,0.046480661,0.090734651,1.841840939,3.503758147,1.16585862,1.150647403
87.10 ,142.85 ,684.4559,0.037505471,0.038200457,0.035260132,0.053228781,1.090634619,3.773683574,1.218232816,1.185907068
86.52 ,162.92 ,449.3132,0.049894549,0.045198272,0.046139337,0.071149952,0.758742803,3.435503004,1.098087266,1.082378717
87.46 ,175.31 ,813.3194,0.028148802,0.027283992,0.030458293,0.032462852,0.426201151,2.940422524,0.878656521,0.86553941
87.03 ,280.36 ,356.1744,3.223550148,2.41892396,1.154345046,1.197596172,0.060499068,0.068318287,0.059745683,0.053067956
88.25 ,102.73 ,364.1335,0.07179362,0.071659635,0.056608655,0.103369415,2.224039067,3.303444423,1.122626678,1.099335622
87.67 ,122.79 ,566.9734,0.060515109,0.051637552,0.040142621,0.075129375,1.247103164,3.726279314,1.198821587,1.165312036
88.03 ,155.25 ,327.7177,0.094708242,0.078394207,0.059896698,0.10542712,0.910906199,3.626343087,1.143607599,1.11337391
88.39 ,187.71 ,477.1405,0.225720598,0.606139477,0.098468374,0.112331999,0.042715642,0.043184296,0.047155069,0.042800852
89.18 ,115.13 ,440.2283,0.119534291,0.081918347,0.056483947,0.123496294,1.592679213,3.597249782,1.152943006,1.11371086
88.60 ,135.19 ,659.9068,0.052960164,0.04163004,0.036306915,0.06304576,0.955574848,3.766412741,1.203038544,1.163768176
88.96 ,167.65 ,414.3793,0.050784564,0.0468207,0.045280287,0.060576488,0.603724075,3.259601765,0.998893919,0.969243425
7.85 ,228.69 ,2050.9835,0.714342208,0.876129101,3.748200786,0.926031977,0.014350001,0.015563179,0.02275503,0.018786429
8.36 ,91.18 ,1107.7467,0.023742815,0.028293918,0.04044977,0.028051682,0.802223792,0.829181741,3.755897464,0.79830764
90.11 ,127.53 ,572.9749,0.064706384,0.049904595,0.046597963,0.067864005,1.078259981,3.760867898,1.18230535,1.131790518
89.53 ,147.59 ,364.2626,0.094091092,0.084771274,0.048742087,0.079782102,1.033573341,3.734802457,1.17242188,1.115197084
89.89 ,180.05 ,496.667,0.020997016,0.01993284,0.022757,0.024271405,0.251309315,2.655995646,0.696945399,0.688071806
90.32 ,75.00 ,351.2146,0.060346304,0.071528835,0.055530639,0.066458495,3.334987058,2.130781358,1.123855864,1.070906699
90.68 ,107.47 ,401.1579,0.0883562,0.0968898,0.06600871,0.117098823,1.98099101,3.433192762,1.137583545,1.082854997
91.04 ,139.93 ,604.1378,0.050782761,0.046314201,0.041623559,0.077116307,1.069197176,3.777965514,1.207635046,1.14026343
91.40 ,172.39 ,551.5367,0.040536367,0.037912081,0.04152416,0.045556419,0.486340569,3.074254749,0.932867186,0.886050226
90.82 ,192.45 ,372.334,0.409470394,1.500350451,0.191943001,0.230707232,0.056377387,0.058867034,0.066073905,0.057873359
91.61 ,119.86 ,469.9267,0.094555288,0.076300035,0.061617967,0.131939623,1.37597886,3.691713905,1.20056405,1.13508739
92.33 ,184.79 ,614.8399,0.116349024,0.106932655,0.068579467,0.096716159,0.042783642,0.104042941,0.04027746,0.035132842
93.12 ,112.20 ,371.8749,0.129872898,0.111308694,0.080477684,0.162147062,1.751748039,3.56079584,1.197948749,1.117919317
92.54 ,132.26 ,583.9482,0.066080476,0.053032872,0.047706609,0.092384558,0.980596393,3.78653453,1.234683518,1.159544913
93.48 ,144.66 ,460.1983,0.067125849,0.082825064,0.050392978,0.092048464,1.07637245,3.760805671,1.242234611,1.158879466
93.40 ,282.17 ,335.1016,3.285595455,2.330578688,1.210908459,1.17146491,0.060627319,0.063539177,0.060785045,0.053784452
92.76 ,79.74 ,408.1021,0.0527612,0.065134578,0.052532063,0.06716692,3.202612795,2.368415986,1.159032851,1.085061569
94.05 ,124.60 ,435.6502,0.123002237,0.085718933,0.066027377,0.139483416,1.184741117,3.749029776,1.255117434,1.178507013
93.83 ,177.12 ,623.7531,0.02940327,0.028692794,0.030882884,0.034565626,0.409449165,2.846368161,0.8677191,0.835493481
94.98 ,137.00 ,545.896,0.095584536,0.065220024,0.054860191,0.104909131,1.013133526,3.781413339,1.284492618,1.208912761
95.34 ,169.46 ,431.4557,0.050112681,0.046852247,0.051177505,0.05845223,0.607335916,3.201171299,1.053732668,1.01355206
94.77 ,189.52 ,472.333,0.314017579,0.949618907,0.110565933,0.168556022,0.046533237,0.046386906,0.056707541,0.04641273
96.50 ,129.34 ,461.8589,0.116312833,0.078249056,0.064120387,0.116524103,1.041331285,3.779299985,1.311545371,1.246439058
97.43 ,141.74 ,468.7341,0.096851553,0.090363557,0.060204785,0.10304464,1.089844524,3.774608438,1.323256247,1.268576667
97.22 ,194.26 ,401.4246,0.541523551,1.839824923,0.255969565,0.385934407,0.053912317,0.055907569,0.072062021,0.047217588
97.36 ,279.24 ,360.3795,3.18431148,2.462698623,1.295141815,1.24940571,0.057187055,0.061113094,0.065388867,0.055020964
96.71 ,76.81 ,353.3353,0.061295866,0.070167485,0.05676225,0.066094134,3.299068465,2.237719098,1.252152455,1.176864516
97.79 ,174.20 ,562.2833,0.038626398,0.037245335,0.040217152,0.044382035,0.545592453,2.988831451,1.032428239,1.012073819
98.95 ,134.07 ,387.5923,0.135242864,0.085008002,0.07414074,0.12299097,0.966777206,3.750243801,1.355921684,1.320068111
99.32 ,166.53 ,354.1228,0.062146926,0.055901235,0.063846122,0.074902373,0.726980116,3.292994896,1.188437978,1.182823744
98.74 ,186.60 ,639.7015,0.208642401,0.414456549,0.07948978,0.352851493,0.0365067,0.035972828,0.045360083,0.038826503
8.84 ,313.68 ,1662.4216,0.890101732,0.751778202,3.759338562,0.990028554,0.015084771,0.016948356,0.023316829,0.018567376
99.53 ,114.01 ,424.5647,0.238513549,0.167429674,0.114703308,0.190029424,1.63675817,3.534265744,1.324326202,1.285178838
100.48 ,126.41 ,425.4773,0.185589359,0.114476394,0.097476936,0.154514464,1.125824686,3.74162939,1.376182074,1.370802257
99.90 ,146.47 ,398.2435,0.144121653,0.110094773,0.088941548,0.125398191,1.079110493,3.723038907,1.34547573,1.341739205
100.04 ,231.46 ,356.7569,1.057346915,3.791930031,1.381046869,1.419611882,0.57110181,0.286354343,0.172243385,0.329477869
100.41 ,263.92 ,476.6797,2.547999435,3.107097746,1.36975717,1.349926754,0.077539057,0.131196324,0.108568327,0.072651819
99.82 ,283.98 ,433.2475,3.311522619,2.234426851,1.361025558,1.354062446,0.064770076,0.069518505,0.070775994,0.063465665
100.19 ,316.44 ,393.4383,3.750766601,1.111510864,1.422061384,1.464316179,0.141128326,0.213630071,0.190782101,0.171240938
99.61 ,336.50 ,402.7231,3.571009835,1.063351714,1.355284054,1.378352333,1.173009323,0.285572159,0.254084212,0.23890054
100.33 ,41.42 ,386.4286,0.144950899,0.21486443,0.175883296,0.19792526,3.727427565,1.084506695,1.388191296,1.381057906
99.75 ,61.49 ,381.9828,0.113248729,0.170937461,0.122295855,0.14688275,3.620553344,1.470562417,1.345211827,1.315622403
100.12 ,93.95 ,481.9626,0.352191327,0.329828232,0.245454157,0.275915543,2.624167033,2.976493331,1.331190423,1.260659365
99.97 ,8.96 ,443.8655,2.28352833,1.200817142,0.728310889,0.731013018,3.115042242,0.687604912,1.190686446,1.157335758
101.06 ,106.35 ,425.2588,0.221641888,0.195971851,0.128876015,0.191038615,2.035485754,3.38653279,1.351037476,1.336209086
100.84 ,158.87 ,394.5535,0.101747264,0.082209811,0.092462852,0.113731471,0.92488613,3.508240292,1.299590986,1.310451996
100.63 ,211.39 ,383.0708,0.995031909,3.635551458,1.187135305,1.326861339,0.150127212,0.084461813,0.093207294,0.103152094
100.92 ,21.36 ,430.3424,1.041153576,0.225117351,0.198824687,0.205097892,3.500032514,0.965818435,1.331393216,1.321813352
100.99 ,243.86 ,385.608,1.560866009,3.661322529,1.374823947,1.436767677,0.676878904,0.392728518,0.30788406,0.35591022
100.77 ,296.38 ,380.2855,3.612914118,1.629261398,1.389971348,1.433612755,0.116362832,0.156967944,0.134227798,0.123269336
101.14 ,328.84 ,408.23,3.691499424,1.171557109,1.408240845,1.469899125,0.289886536,0.190113859,0.183321588,0.167097822
100.55 ,348.90 ,431.0055,3.21180679,0.790924543,1.262388998,1.27471801,2.18512172,1.379311805,0.72419506,0.713563999
101.28 ,53.82 ,398.2551,0.14070772,0.205370181,0.148160135,0.184197155,3.694335651,1.161208758,1.381881912,1.40252408
102.01 ,118.75 ,395.3559,0.229973267,0.160671749,0.126900242,0.19090568,1.430075234,3.640401851,1.361894634,1.416943013
102.45 ,13.70 ,439.1756,2.042082525,0.834265027,0.527996622,0.550214805,3.263767874,0.821054465,1.315983023,1.325527585
102.38 ,151.21 ,370.3672,0.135429278,0.116383335,0.118139733,0.140808247,1.053959664,3.649960094,1.346718309,1.410486541
101.50 ,1.30 ,502.4033,2.640738479,0.692500019,1.059349503,1.078051285,2.761276356,0.611647792,1.091735712,1.094422424
101.57 ,223.79 ,391.304,0.982491251,3.755525013,1.380495797,1.471897823,0.447201839,0.231596129,0.261945716,0.24007448
101.94 ,256.25 ,399.6071,2.170879297,3.356006227,1.391430157,1.439544176,0.578487393,0.353575467,0.169991336,0.148360884
102.31 ,288.72 ,443.1949,3.436474866,1.986336487,1.401096205,1.465173943,0.084599127,0.094469942,0.093414976,0.084351439
101.72 ,308.78 ,395.0168,3.729952872,1.157975827,1.428163668,1.508805234,0.136931128,0.21095463,0.183576638,0.166861654
102.09 ,341.24 ,417.7799,3.442349461,1.00290837,1.369500886,1.435053505,1.768305274,0.576466001,0.423191987,0.42321145
101.87 ,33.76 ,372.8275,0.153205018,0.190369421,0.173313926,0.187675874,3.688697877,1.127440186,1.38016467,1.426227593
102.23 ,66.22 ,399.4673,0.098358343,0.133349649,0.106612546,0.121075212,3.512758699,1.691704464,1.371734516,1.408954762
101.65 ,86.28 ,469.3355,0.293716719,0.338242878,0.232584209,0.239713592,2.930878087,2.653984287,1.359780375,1.315314855
102.97 ,131.15 ,372.3036,0.134768574,0.093325681,0.093183716,0.123050992,1.009601281,3.729128666,1.389445322,1.466794467
103.33 ,163.61 ,448.4551,0.074694917,0.066598964,0.079608699,0.089082687,0.862296113,3.359603134,1.303566378,1.368533459
102.75 ,183.67 ,663.4932,0.109968095,0.093263926,0.069408705,0.942480378,0.531708548,2.181009379,0.130011873,0.605731427
103.11 ,216.13 ,383.7068,1.060751077,3.700602472,1.304847796,1.501581042,0.233013454,0.202825863,0.190248582,0.113057776
102.53 ,236.19 ,359.1757,1.215661411,3.731156293,1.390672735,1.510308895,0.639519743,0.353395868,0.402081186,0.288387781
103.48 ,248.59 ,434.0982,1.784748377,3.530263178,1.411219261,1.528760769,0.586227732,0.407574007,0.410561715,0.185650021
102.89 ,268.65 ,521.8938,2.740544561,2.894020977,1.380859279,1.434620039,0.067830016,0.069473767,0.079686831,0.06300783
103.41 ,26.10 ,430.6448,0.341706225,0.16857784,0.168096351,0.175516948,3.577454772,1.071417158,1.378673308,1.457146594
103.26 ,301.11 ,430.2094,3.670382786,1.409610935,1.399905253,1.553088701,0.126807052,0.181355443,0.158806507,0.14481974
102.67 ,321.18 ,391.2024,3.742158257,1.192951884,1.426322979,1.554539376,0.149407387,0.197172853,0.187019054,0.172708121
103.04 ,353.64 ,489.8667,3.000457801,0.752508887,1.267507883,1.295104081,2.393499145,1.022852029,0.990076876,0.991122627
102.82 ,46.16 ,398.5725,0.142564395,0.216559968,0.165913702,0.203268511,3.708132977,1.017097403,1.400703346,1.484134528
102.60 ,98.68 ,441.9349,0.344246389,0.217933475,0.236756215,0.265441114,2.402640895,3.14401398,1.380739064,1.369671734
103.56 ,111.08 ,394.1052,0.239214027,0.189025298,0.163183003,0.204437829,1.778713305,3.471925235,1.378627122,1.451295037
103.92 ,143.54 ,397.202,0.12157124,0.10413958,0.092204574,0.116565907,1.100978708,3.706689392,1.356393977,1.505970514
104.07 ,228.53 ,383.6844,1.004280816,3.739336701,1.377043576,1.585094745,0.498489923,0.277097793,0.369626203,0.180097671
104.44 ,260.99 ,450.0951,2.388637067,3.16864425,1.410518484,1.523051396,0.142061736,0.357941015,0.257701994,0.109588159
104.22 ,313.51 ,400.1437,3.720996132,1.082002736,1.416296774,1.620057529,0.137483135,0.21039563,0.189261574,0.175280582
103.63 ,333.58 ,402.8819,3.581732325,1.138588913,1.407165352,1.551545119,0.748843266,0.221711294,0.201568565,0.191477018
104.37 ,38.50 ,381.2526,0.1456711,0.2011029,0.175253211,0.199226025,3.67910173,1.140393568,1.390284556,1.541202375
103.78 ,58.56 ,430.0516,0.128498576,0.184192006,0.136808629,0.166635955,3.626548971,1.333078182,1.363321483,1.492897813
104.00 ,6.04 ,476.9177,2.397575281,1.020027868,0.980565853,1.003301907,2.9573238,0.716002412,1.261966079,1.28435261
104.15 ,91.02 ,503.161,0.174979323,0.314461802,0.245601317,0.208367204,2.722195064,2.832467187,1.362358062,1.419275834
