theta,phi,require time (s),NN,NP,NT,NB,PN,PP,PT,PB
65.91,230.07,638.08,2.465602665,7.413597619,4.743435513,2.830584268,0.136852968,0.135189935,0.140402047,0.136152073
66.3,262.54,412.14,5.15061887,6.37359466,4.564113723,3.177963351,0.168284578,0.15311243,0.168994848,0.271372323
65.68,282.6,479.25,6.508371952,4.860110592,4.661724708,3.185804987,0.169372426,0.176922712,0.189809099,0.169762666
65.99,92.57,598.65,0.132833977,0.129825365,0.135088739,0.156767048,5.469283988,5.908629702,4.491729419,2.930354614
67.01,104.97,636.15,0.128243922,0.124038575,0.155770413,0.149200357,4.466628568,6.697450321,4.48178827,3.032905488
67.4,137.43,1042.07,0.090789371,0.088959538,0.099294778,0.104132716,2.426858011,7.41693366,4.573185841,2.767569802
66.77,157.49,482.38,0.196778346,0.18341087,0.412604923,0.172597206,2.486325207,6.992420375,4.449776458,2.932652243
67.16,189.95,577.74,1.086875361,2.126136677,2.252427195,0.305036708,0.151885001,0.154383226,0.163799068,0.175896104
66.93,242.47,486.06,3.367725326,7.296966838,4.626958624,3.052438127,0.152888319,0.147459688,0.153231268,0.186580963
66.62,72.5,508.67,0.186983755,0.172660642,0.206821905,0.215470123,6.703112636,4.312911305,4.531570558,3.011977866
68.01,117.36,711.37,0.111414299,0.11318033,0.118701322,0.13329823,3.376646538,7.22278884,4.467019542,2.90457317
68.4,149.82,667.75,0.141049864,0.151272721,0.143375731,0.112226154,2.57102131,7.325733916,4.396882144,2.875137627
67.78,169.89,700.59,0.128832239,0.126081497,0.159746174,0.150188214,1.943103547,6.306610874,3.986858731,2.875947615
67.55,222.41,596.63,2.379358534,7.42522946,4.564042032,2.852717074,0.137719914,0.142769417,0.137174758,0.161291076
67.94,254.87,441.84,4.534659787,6.862040309,4.455616745,3.237139257,0.161251488,0.153034324,0.155509595,0.167508678
67.63,84.9,631.07,0.140808432,0.123671242,0.163563528,0.169825689,6.064510162,5.389072935,4.344297047,2.980949812
69.01,129.76,821.9,0.098706671,0.095511095,0.102649199,0.114377851,2.485727205,7.47806663,4.420128634,2.838254562
69.4,162.22,578.63,0.159563142,0.143149407,0.234661599,0.159225873,2.30167496,6.87296329,4.078616314,2.9799079
68.78,182.29,689.97,0.196635313,0.190907728,1.261901377,0.158421948,1.532229266,5.042579141,1.455395947,0.935717746
69.17,214.75,442.01,2.44834331,7.341047104,4.269892851,2.80826935,0.211209347,0.272138304,0.175970996,0.276157923
68.55,234.81,491.87,2.760307879,7.512269853,4.499656528,2.99701575,0.162952089,0.154396981,0.163059545,0.235484532
69.24,77.24,619.47,0.143274523,0.13965164,0.156486233,0.169711068,6.571811398,4.78567755,4.218263183,3.05651879
68.63,97.3,597.42,0.140185113,0.134761183,0.181147014,0.164412454,5.177253517,6.326874885,4.259949212,3.025899643
6.08,281.21,2207.1,1.841926283,1.842495492,7.659777657,1.831470516,0.052566202,0.056591193,0.082662453,0.069845112
69.63,109.7,685.33,0.124748043,0.123282722,0.130959342,0.149338144,4.094426775,7.023947213,4.250694047,3.063291773
70.01,142.16,1053.92,0.090123467,0.090142755,0.096014167,0.104732557,2.55615489,7.50447792,4.302575776,2.884367566
70.39,174.62,889.55,0.100633602,0.104619091,0.125798859,0.120103997,1.735899931,5.975779433,3.505950751,2.694917411
69.78,194.69,369.03,1.720015597,3.861188228,1.762410037,0.701436286,0.2128646,0.215211278,0.256184491,0.249342768
70.16,227.15,514.03,2.334952845,7.566335559,4.3131335,3.007692299,0.164334932,0.174609326,0.159177961,0.219875188
69.55,247.21,433.62,3.842098458,7.250904613,4.359035717,3.219585346,0.1772943,0.183454454,0.166511686,0.251703711
69.93,279.67,413.65,6.48439375,5.216305653,4.220230841,3.26866104,0.179799062,0.19827729,0.198139687,0.183199842
70.24,89.64,526.58,0.146482004,0.138135649,0.170602274,0.188985874,5.801704962,5.820652191,4.035342936,2.998009148
71.22,102.04,588.84,0.141889428,0.135488868,0.184090313,0.166863348,4.821085151,6.685208432,4.040644965,3.094763777
70.62,122.1,784.16,0.109010124,0.107553199,0.110855908,0.12836493,2.994654585,7.439255297,4.229971313,2.931322425
71,154.56,606.34,0.155261609,0.15168097,0.259126965,0.126361694,2.493760931,7.275295463,4.091617789,2.989833672
71.37,187.02,723.01,0.581854041,1.045495082,0.774930028,0.222755761,0.121485761,0.126670444,0.149810321,0.135465284
71.15,239.55,352.59,3.149059481,7.512767392,4.230559898,3.148402216,0.312961828,0.297360437,0.235058652,0.731766352
70.84,69.58,408.81,0.229784102,0.218814534,0.268182562,0.293721864,6.993502265,4.124746458,4.126954295,3.07718754
72.2,114.44,631.88,0.12505694,0.124085361,0.12869875,0.151907249,3.673570122,7.28889058,4.034038579,3.067903586
71.6,134.5,832.16,0.097338223,0.094455648,0.099614969,0.111350471,2.31535304,7.560731703,4.166450197,2.948005076
71.98,166.96,662.91,0.134505295,0.129525207,0.186090906,0.147765084,2.001326671,6.65700932,3.700309285,2.92015895
71.75,219.48,431.72,2.441916668,7.546542133,4.089838666,3.003093128,0.249844962,0.237272666,0.202927224,0.315701194
72.13,251.94,363.01,4.337558654,7.145727568,4.067728935,3.313231639,0.18626673,0.188954723,0.183220338,0.190645919
71.83,81.98,641.22,0.124776121,0.133202742,0.155369382,0.177821349,6.37732221,5.253912299,3.931801535,3.074727362
73.18,126.84,784.79,0.105845325,0.102918272,0.105679545,0.124464486,2.647423089,7.594488812,3.995395495,3.02016379
72.58,146.9,904.38,0.101222208,0.10511537,0.12308865,0.114196417,2.551733818,7.523773525,4.018785993,2.996066763
72.95,179.36,1003.13,0.101633424,0.10586072,0.287966773,0.10513523,1.52807207,5.532107175,2.931262618,2.362178669
72.73,231.88,359.53,2.555343244,7.669659722,4.084258791,3.148399907,0.248829586,0.230577861,0.200135703,0.384971169
72.5,284.41,354.12,6.847616709,4.83902549,4.002107699,3.316798377,0.203572116,0.225110737,0.22725771,0.206821279
73.4,74.31,475.95,0.177551446,0.173015491,0.192688379,0.225567644,6.841577862,4.585867253,3.827346292,3.111630733
72.81,94.38,490.75,0.149604569,0.145155701,0.191533283,0.192278903,5.504086123,6.231629262,3.801023107,3.063878036
73.78,106.77,533.04,0.143593166,0.136354776,0.169450003,0.169777981,4.432937485,7.015303367,3.8202067,3.126503587
74.15,139.24,829,0.096458651,0.095835799,0.09758665,0.115350187,2.470269372,7.648570746,3.915942671,3.047805002
73.55,159.3,601.77,0.146772529,0.132003391,0.22889461,0.132591184,2.322477309,7.165700507,3.74388858,3.020775112
73.93,191.76,408.77,1.222644646,2.852297099,0.763001633,0.420882733,0.192677481,0.191304908,0.225181612,0.221392115
74.37,86.71,537.24,0.155494702,0.146905298,0.194574599,0.242387687,6.119992066,5.686162831,3.65189679,3.054028856
74.74,119.17,670.8,0.117619272,0.117801102,0.118376894,0.144184524,3.263301439,7.490806956,3.80493437,3.068901741
75.12,151.63,844.18,0.106976435,0.110973844,0.175669254,0.130199935,2.475677059,7.49305103,3.726716669,3.045351139
74.52,171.7,740.23,0.122718579,0.119922905,0.15431135,0.142508001,1.749306855,6.362016103,3.249633898,2.733098693
75.49,184.09,546.75,0.181895071,0.202790585,0.322564262,0.177500321,0.297013734,1.68909365,0.151979538,0.149607413
75.34,99.11,516.98,0.153165707,0.147550575,0.195648822,0.193470402,5.160133472,6.603710035,3.600345693,3.11009904
76.3,111.51,576.7,0.136486883,0.132898463,0.13816477,0.169233866,4.00094097,7.277528565,3.612869845,3.116871152
75.71,131.57,807.79,0.104739169,0.101865259,0.103636916,0.123366736,2.386457552,7.667445704,3.767575109,3.098361781
76.08,164.03,706.01,0.129029494,0.116993805,0.196993704,0.134321742,2.078966562,6.965335274,3.395935815,2.928116078
75.93,79.05,572.82,0.14430324,0.149789759,0.158633487,0.187861795,6.648993065,5.072069741,3.55879145,3.090357765
77.25,123.91,684.9,0.116438516,0.113256714,0.112188199,0.14005271,2.857750826,7.657944232,3.594581353,3.113832454
76.67,143.97,808.09,0.101746942,0.104292754,0.107668722,0.124347311,2.540046018,7.678968443,3.651665193,3.086897467
77.03,176.43,884.09,0.094899638,0.098399281,0.118357821,0.115345645,1.533717219,5.955021276,2.75401638,2.44444287
76.59,281.48,360.18,6.765163794,5.178932823,3.58358117,3.295647581,0.198103908,0.215058442,0.208872633,0.190326495
77.47,71.39,343.28,0.21478531,0.231342787,0.239692589,0.285930353,7.082372368,4.375757688,3.469881251,3.093642766
76.89,91.45,474.12,0.163435859,0.15305122,0.197445336,0.259178624,5.804841418,6.101716881,3.397603321,3.047972866
77.84,103.85,493.6,0.153271025,0.147398162,0.181589264,0.192338333,4.746624413,6.935859832,3.417767591,3.085123011
78.21,136.31,763.96,0.105873436,0.104697301,0.106128886,0.129401458,2.350572295,7.717127227,3.546637714,3.133101202
77.62,156.37,833.75,0.111786683,0.11394693,0.183260134,0.145575285,2.325220541,7.383723978,3.425815146,3.002036142
77.99,188.83,469.25,0.758408248,1.757674126,0.408164397,0.272854724,0.166882219,0.17111904,0.191549353,0.184548635
78.43,83.78,423.72,0.175458846,0.165777233,0.184392029,0.417355241,6.395420226,5.505892047,3.286653336,3.03221594
78.79,116.25,579.55,0.130750667,0.13326915,0.128596978,0.167419501,3.54854981,7.491435158,3.418402457,3.07089387
79.16,148.71,860.51,0.107729213,0.114707681,0.145692646,0.144076779,2.481022541,7.638332432,3.396142071,3.037915624
78.57,168.77,834.57,0.112256569,0.111764537,0.163379272,0.150294121,1.762072026,6.674435681,2.994326951,2.713410281
79.38,96.18,438.22,0.173577687,0.155216992,0.195250543,0.254869455,5.452829514,6.480657321,3.214401949,3.020533792
80.32,108.58,514.92,0.148654095,0.147043353,0.151117583,0.193849614,4.330487159,7.202273933,3.243868124,3.001261988
79.74,128.65,695.83,0.112307393,0.109859196,0.110513606,0.142357698,2.503979828,7.745201839,3.399166917,3.115363021
80.1,161.11,909.01,0.111593116,0.112246126,0.167622253,0.161347097,2.08968956,7.199500326,3.11691873,2.83518972
79.52,181.17,848.52,0.094263601,0.109687508,0.156040686,0.130420421,1.326063131,5.414778548,1.753366218,1.659116992
80.47,193.57,346.97,1.292829175,3.597730646,0.780471309,0.613587359,0.228870757,0.23924095,0.272917714,0.250630586
79.96,76.12,473.93,0.176849833,0.182837763,0.178968771,0.21853372,6.85665204,4.842116687,3.214677867,2.989075301
81.26,120.98,574.57,0.12755337,0.12650611,0.123067137,0.169627725,3.10863398,7.651157189,3.242598275,3.022751629
80.68,141.04,822.5,0.106746297,0.109351312,0.115218774,0.137917501,2.528604498,7.756296153,3.319713438,3.060996401
81.05,173.5,837.54,0.106610958,0.103708064,0.131343807,0.135630187,1.473179749,6.302070705,2.569002726,2.398979559
81.84,100.92,435.34,0.171102406,0.161249612,0.179451599,0.236140186,5.052269941,6.811231816,3.075061674,2.902651788
82.21,133.38,699.47,0.114547849,0.112594834,0.110461629,0.150835576,2.297542602,7.765032876,3.227550005,3.031504445
81.63,153.44,786.07,0.118608613,0.124484218,0.161899826,0.187543533,2.347118179,7.542472305,3.139859418,2.918267372
81.99,185.9,549.39,0.423990698,0.640252374,0.281673747,0.227517673,0.139904424,0.144855287,0.160610723,0.153521146
82.42,80.86,402.02,0.170943128,0.247540375,0.182300233,0.272742426,6.622941364,5.286595505,2.986210497,2.867997504
82.78,113.32,503.84,0.147331658,0.151761775,0.144071608,0.217059604,3.856671219,7.424731195,3.084103966,2.912935211
83.14,145.78,737.95,0.117891301,0.12315283,0.135494008,0.15899183,2.50648763,7.729951589,3.115442096,2.939442581
82.57,165.84,788.54,0.112864549,0.114246353,0.151307585,0.175123088,1.784017797,6.93098666,2.788744298,2.602953474
83.07,283.29,345.89,6.948460471,5.062432812,3.070193118,3.059026514,0.212741437,0.236920074,0.225071719,0.202233075
84.3,105.66,434.46,0.172412855,0.170522527,0.163915738,0.248952408,4.619586458,7.078416114,2.925179102,2.803318475
83.72,125.72,592.27,0.127654262,0.125931245,0.120947539,0.177903197,2.69827857,7.750452026,3.088421736,2.94961935
84.08,158.18,632.16,0.139234335,0.139826027,0.165165917,0.262814534,2.120742986,7.37873157,2.888998285,2.742798697
83.5,178.24,852.45,0.090824281,0.09192125,0.104951336,0.109334444,1.138434643,5.81079851,2.080392562,1.984703461
84.44,190.64,363.41,0.897394496,2.48882568,0.447561702,0.401200105,0.187325913,0.195973962,0.226337228,0.205673649
83.94,73.19,364.99,0.218517962,0.259666219,0.213115443,0.266048989,7.051657183,4.569728898,2.951880587,2.818354828
85.23,118.06,483.12,0.151512862,0.151664342,0.144132459,0.243570139,3.393420217,7.596101232,2.968571553,2.843373994
84.66,138.12,767.96,0.119377974,0.12179211,0.115216765,0.175273696,2.412722604,7.791979115,3.058297551,2.93006245
85.02,170.58,587.62,0.135784004,0.130747023,0.147352456,0.194518802,1.484241979,6.575751223,2.432751195,2.323964857
86.17,130.45,653.61,0.13862114,0.135025761,0.122908463,0.192222143,2.39533722,7.78041239,2.976749799,2.861486181
85.59,150.52,499.88,0.163130711,0.176583281,0.16644912,0.309766977,2.37546847,7.633430657,2.921533824,2.807422846
85.95,182.98,588.22,0.11770228,0.140552931,0.191237693,0.188279411,0.529587684,4.17229664,0.497917483,0.489104846
86.38,77.93,408.51,0.186112023,0.216895151,0.178398824,0.213063433,6.796751367,5.02687579,2.773367719,2.692861828
86.74,110.39,465.61,0.199220346,0.198836138,0.167121552,0.305314021,4.149755873,7.309662122,2.841494243,2.731392585
87.1,142.85,684.46,0.135830292,0.14354637,0.131749503,0.192884123,2.521452633,7.778424109,2.927167445,2.806472307
86.52,162.91,449.31,0.178269769,0.166289201,0.171275072,0.262314722,1.860689019,7.131089376,2.640348927,2.54253175
87.46,175.31,813.32,0.102172426,0.100267847,0.114724653,0.12397261,1.135529121,6.134239726,2.059809914,2.002762518
87.03,280.36,356.17,6.78535108,5.34354916,2.826848163,2.868296244,0.20332504,0.229065999,0.214100856,0.187926124
88.25,102.73,364.13,0.229060696,0.23790379,0.195117507,0.346477331,4.889974114,6.897322931,2.723885063,2.622155987
87.67,122.79,566.97,0.204278261,0.184249855,0.147484501,0.265338723,2.930679892,7.697354305,2.894767879,2.771965716
88.03,155.25,327.72,0.315956585,0.281455436,0.21909036,0.373570154,2.16429268,7.493969631,2.755005448,2.649157263
88.39,187.71,477.14,0.581684892,1.342625699,0.292704281,0.329932455,0.154374646,0.158439154,0.182919938,0.162444016
89.18,115.13,440.23,0.373110307,0.282215464,0.201091679,0.413653729,3.640586876,7.477887849,2.777556877,2.664940365
88.6,135.19,659.91,0.180554099,0.155330988,0.134303514,0.229429266,2.243575358,7.770332249,2.897410876,2.774874861
88.96,167.65,414.38,0.183269566,0.173556152,0.175420342,0.227990519,1.544550652,6.794425553,2.392355135,2.292758296
7.85,228.69,2050.98,1.68534,2.091995414,7.672862784,2.175790126,0.057362437,0.061632358,0.08953155,0.076985438
8.36,91.18,1107.75,0.095374701,0.114004809,0.155632604,0.114070873,1.911421177,1.96902183,7.680118845,1.915142795
90.11,127.53,572.97,0.220552806,0.178680272,0.171705064,0.243976164,2.539067883,7.702410461,2.837972922,2.699086104
89.53,147.59,364.26,0.301785658,0.287476566,0.187871003,0.283759774,2.403603669,7.68914987,2.822641281,2.671592191
89.89,180.05,496.67,0.077365146,0.078052764,0.083242638,0.091232098,0.745344544,5.537366747,1.578990626,1.565573901
90.32,75,351.21,0.216024772,0.255326208,0.21025979,0.24458343,6.951758428,4.710650463,2.696344778,2.560300454
90.68,107.47,401.16,0.288326725,0.321558941,0.23455114,0.397732573,4.407976342,7.158922812,2.741632531,2.586893439
91.04,139.93,604.14,0.179858882,0.168149144,0.156923947,0.2771843,2.463829791,7.770952176,2.893025332,2.728550623
91.4,172.39,551.54,0.143553461,0.141098736,0.158001688,0.175597565,1.270470979,6.414983536,2.190815701,2.087680419
90.82,192.45,372.33,1.032384458,3.201730566,0.541711379,0.646506962,0.205747461,0.217879158,0.245473035,0.213762461
91.61,119.86,469.93,0.308399132,0.263098738,0.218455874,0.442189296,3.199102428,7.630278683,2.863718588,2.700529887
92.33,184.79,614.84,0.29941932,0.301879214,0.214023978,0.288039005,0.147322505,0.293421676,0.151845536,0.126453084
93.12,112.2,371.87,0.410834093,0.373410001,0.280697089,0.53258539,3.959628547,7.380855281,2.876319711,2.707085846
92.54,132.26,583.95,0.226946851,0.192949383,0.172542547,0.318126627,2.311605045,7.787258311,2.959269696,2.782570588
93.48,144.66,460.2,0.233040158,0.287187672,0.179943966,0.330071018,2.502694742,7.76384708,2.962590809,2.793592963
93.4,282.17,335.1,6.885910755,5.167651292,2.922233742,2.855491202,0.206548811,0.226240347,0.222636905,0.194792126
92.76,79.74,408.1,0.186667615,0.230622224,0.190483257,0.230801549,6.694898703,5.181284072,2.772457906,2.595643218
94.05,124.6,435.65,0.398693548,0.297044005,0.236728085,0.469069898,2.77782667,7.716238078,2.990952873,2.820886805
93.83,177.12,623.75,0.108501276,0.109628918,0.114752191,0.1305131,1.087300638,5.939398719,2.003884171,1.953818191
94.98,137,545.9,0.317570108,0.238140343,0.20230199,0.372869312,2.361108434,7.78613536,3.050795637,2.898467742
95.34,169.46,431.46,0.180782663,0.174073398,0.193268305,0.222376339,1.548059331,6.671525758,2.490051498,2.412800714
94.77,189.52,472.33,0.805376151,2.078583882,0.332465996,0.492647741,0.169727747,0.17240476,0.211871324,0.16538083
96.5,129.34,461.86,0.379043544,0.274790944,0.23377829,0.403225077,2.460477552,7.768213937,3.113669429,2.987682499
97.43,141.74,468.73,0.324454674,0.322164773,0.227602274,0.369255198,2.538485281,7.77234875,3.132011987,3.036131059
97.22,194.26,401.42,1.344764628,3.914557136,0.702995098,1.052583462,0.195617965,0.209301297,0.267478245,0.175736114
97.36,279.24,360.38,6.702101397,5.433326729,3.088660746,3.060467759,0.19484637,0.213134018,0.234986685,0.190581884
96.71,76.81,353.34,0.215907702,0.246445916,0.21326121,0.247239863,6.859442006,4.919160815,2.968569813,2.820722975
97.79,174.2,562.28,0.140211323,0.140601783,0.151708203,0.168758293,1.40098523,6.245401754,2.381358184,2.379109423
98.95,134.07,387.59,0.433318902,0.301924955,0.270623698,0.4243607,2.285841387,7.746452572,3.215637658,3.158154117
99.32,166.53,354.12,0.22021977,0.210196734,0.241574693,0.279014695,1.816282103,6.86623912,2.7878622,2.802052891
98.74,186.59,639.7,0.540229245,0.95338386,0.249617689,0.963165187,0.130627431,0.134332768,0.171373428,0.142162915
8.84,313.68,1662.42,2.113435122,1.795226375,7.710477326,2.312080806,0.05996251,0.066998652,0.092220667,0.075666045
99.53,114.01,424.56,0.712752296,0.548050006,0.399186869,0.628739668,3.781554618,7.430659828,3.16275512,3.121701645
100.48,126.41,425.48,0.56687433,0.387764822,0.346054782,0.52559429,2.655988366,7.716816187,3.250277612,3.267248295
99.9,146.47,398.24,0.46648782,0.376983986,0.319057128,0.432807753,2.526158192,7.691091984,3.170306071,3.196400722
100.04,231.46,356.76,2.529918122,7.825632532,3.265837944,3.421509784,1.496466792,0.831260277,0.552429902,0.964230923
100.41,263.92,476.68,5.553621662,6.629308018,3.231417491,3.267146334,0.254187386,0.4003865,0.369920177,0.251304515
99.82,283.98,433.25,6.966496647,5.004637199,3.21943519,3.287292291,0.226891025,0.247592556,0.260439516,0.23265292
100.19,316.44,393.44,7.767666607,2.649650396,3.397274912,3.526622179,0.480208316,0.680703297,0.652564557,0.587865089
99.61,336.5,402.72,7.44904159,2.581859924,3.218175764,3.359625275,2.779965966,0.849565288,0.769850397,0.723006793
100.33,41.42,386.43,0.498641069,0.693493426,0.602106408,0.67871116,7.669481349,2.562645169,3.294982812,3.302694841
99.75,61.49,381.98,0.396330881,0.565619813,0.435265739,0.514391418,7.498153245,3.428545246,3.187943152,3.179790035
100.11,93.95,481.96,1.006032571,0.961263962,0.752267861,0.861527901,5.65342255,6.322707782,3.122532496,3.016216538
99.97,8.96,443.87,4.943353628,2.656175423,1.750183522,1.782956814,6.498967487,1.744092343,2.798196072,2.773684801
101.06,106.35,425.26,0.668575903,0.622389087,0.43584445,0.622150075,4.533870269,7.075148968,3.181115714,3.204892698
100.84,158.87,394.55,0.342392781,0.304646829,0.341465362,0.399707274,2.215160831,7.306546739,3.060956632,3.13439791
100.63,211.39,383.07,2.31254763,7.501398547,2.819966991,3.186768495,0.461569173,0.294046171,0.329771109,0.347569897
100.92,21.36,430.34,2.511468824,0.709395702,0.650999777,0.674080386,7.248652846,2.341571732,3.162307991,3.194789012
100.99,243.85,385.61,3.614163287,7.601020294,3.270569791,3.458529815,1.739919174,1.099545581,0.92821275,1.047808338
100.77,296.38,380.29,7.494815233,3.817658547,3.300553543,3.480537473,0.398808467,0.513780085,0.477719153,0.427503262
101.14,328.84,408.23,7.645158579,2.794800206,3.356885488,3.553662146,0.863375264,0.615925479,0.629201281,0.566019222
100.55,348.9,431.01,6.722062086,2.029436137,2.980043067,3.086060148,4.732329294,2.976581169,1.742541975,1.745975574
101.28,53.82,398.26,0.475294887,0.660347303,0.5160887,0.632038684,7.628790214,2.781278509,3.285229111,3.334945295
102.01,118.75,395.36,0.691743118,0.522887334,0.431610602,0.627008211,3.320083138,7.549632576,3.231089353,3.367089216
102.45,13.7,439.18,4.460894467,2.003254694,1.33105028,1.403564151,6.808981175,2.03873863,3.087944815,3.144656161
102.38,151.21,370.37,0.453377832,0.403902664,0.409105955,0.49485047,2.466963355,7.551565935,3.186784777,3.364684614
101.5,1.3,502.4,5.590437003,1.725519749,2.413670521,2.532890103,5.799977639,1.532050937,2.505925696,2.569767895
101.57,223.79,391.3,2.312982188,7.762238178,3.256291489,3.539810026,1.217642864,0.70379344,0.804173569,0.73813319
101.94,256.25,399.61,4.81808192,7.076280574,3.294702822,3.462535999,1.482255086,0.986559147,0.544979639,0.477596084
102.31,288.71,443.19,7.164933547,4.536809047,3.326391505,3.54467104,0.298265215,0.337317749,0.344775984,0.300696251
101.72,308.78,395.02,7.708139042,2.795774625,3.394411175,3.651072621,0.464804543,0.676076528,0.633002857,0.57134112
102.09,341.24,417.78,7.202388005,2.468771794,3.259811495,3.465003991,3.941437904,1.477794705,1.124534681,1.118092308
101.87,33.76,372.83,0.523765938,0.620918358,0.605193384,0.647744596,7.605903651,2.645568687,3.289398397,3.406157962
102.23,66.22,399.47,0.347885326,0.453540443,0.384738922,0.437724236,7.293704246,3.88895511,3.232450178,3.353086929
101.65,86.28,469.34,0.856947085,0.973978726,0.720450595,0.756452335,6.220461292,5.714253965,3.169452468,3.148610267
102.97,131.15,372.3,0.436514182,0.331327937,0.327953502,0.440554767,2.390934029,7.709937746,3.279163727,3.495280401
103.33,163.61,448.46,0.265821792,0.244961114,0.29261158,0.334559585,2.09504307,7.013267507,3.045541147,3.245743822
102.75,183.67,663.49,0.32918893,0.293568311,0.222032942,2.246985141,1.289762975,4.617346427,0.378088386,1.423409232
103.11,216.13,383.71,2.451680346,7.634165328,3.098986346,3.575827646,0.683617693,0.63010907,0.604414335,0.3824754
102.53,236.19,359.18,2.896339905,7.758814142,3.301551751,3.619174088,1.681372211,1.010754416,1.152043155,0.870586298
103.48,248.59,434.1,4.072660543,7.404016565,3.32802179,3.659609223,1.513029221,1.13081954,1.16412439,0.586993298
102.89,268.65,521.89,5.898091522,6.236776654,3.263054983,3.451729283,0.226122475,0.236678389,0.279891418,0.22531228
103.41,26.1,430.64,0.994663772,0.570221655,0.574847779,0.607249526,7.379601754,2.546190088,3.25943449,3.47529508
103.26,301.11,430.21,7.584861877,3.373433351,3.341301634,3.745537533,0.437208711,0.584126261,0.55397915,0.504874327
102.67,321.18,391.2,7.731308082,2.84474407,3.420853591,3.737494018,0.508129574,0.642291496,0.645243079,0.583550836
103.04,353.64,489.87,6.30383374,1.915520098,2.937294594,3.109028933,5.124932117,2.303051098,2.275363792,2.334274015
102.82,46.16,398.57,0.488767591,0.698596441,0.58088011,0.689640208,7.626498347,2.410746815,3.321191849,3.521523827
102.6,98.68,441.93,0.981507301,0.668509078,0.730700248,0.8391944,5.224279078,6.615769708,3.23252406,3.267235196
103.56,111.08,394.11,0.716446982,0.596800161,0.537616352,0.66981794,4.037992535,7.260554534,3.255398336,3.456068277
103.92,143.54,397.2,0.404625352,0.373293245,0.329176491,0.408474052,2.554093896,7.672517592,3.229950276,3.577111254
104.07,228.53,383.68,2.384922754,7.765916307,3.258082218,3.75974624,1.35694703,0.814094042,1.086394755,0.586129484
104.44,260.99,450.1,5.241169189,6.751801853,3.328040183,3.652275606,0.437417478,0.980546814,0.766232574,0.366446097
104.22,313.51,400.14,7.674995082,2.620626934,3.39939364,3.868756929,0.473112586,0.668838114,0.653383692,0.596819085
103.63,333.57,402.88,7.47359296,2.752088928,3.365506522,3.732083705,1.90301241,0.695411802,0.668800267,0.628232055
104.37,38.5,381.25,0.495935631,0.666828406,0.613731674,0.678857551,7.603710053,2.660979128,3.295975089,3.655537752
103.78,58.56,430.05,0.438052064,0.599857634,0.489897915,0.577167983,7.512259644,3.155544228,3.253081363,3.543225268
104,6.04,476.92,5.154239418,2.339943829,2.242086347,2.364035234,6.205599949,1.778569751,2.916449628,3.043342965
104.14,91.02,503.16,0.546933686,0.924584339,0.762355438,0.674683795,5.835230628,6.058449904,3.183127067,3.362041861
105.11,103.42,410.48,0.642342841,0.61821487,0.518266039,0.615283064,4.77201936,6.844875515,3.261337001,3.534866574
104.51,123.48,385.34,0.624457771,0.465623822,0.481144264,0.597795529,2.903135145,7.595183275,3.229665838,3.612591341
105.48,135.88,400.43,0.435080751,0.326500939,0.369266805,0.457641472,2.337867342,7.642337423,3.213410115,3.737738721
104.89,155.94,403.39,0.386382265,0.349332463,0.397801587,0.449838618,2.400617525,7.34824767,3.175669951,3.53966712
104.96,18.44,430.65,3.458088681,1.00258987,0.860599497,0.909049936,7.024898182,2.338318989,3.233764661,3.495833196
104.66,208.47,397.82,2.28556987,7.326551514,2.577400631,3.558955586,0.326057384,0.30510648,0.412753246,0.302183573
105.03,240.93,387.19,3.321266386,7.627776871,3.283380459,3.851700858,1.495045023,1.030994926,1.295282865,0.580900039
105.4,273.39,477.85,6.214095625,5.850322311,3.288713253,3.706590987,0.251242245,0.262030797,0.28777698,0.267322974
104.81,293.45,373.29,7.312828255,4.066562172,3.348450481,3.823190784,0.361043551,0.431860322,0.435160458,0.384373222
105.18,325.91,374.09,7.614564093,2.862239244,3.361722044,3.954584804,0.642813214,0.60029664,0.632716614,0.578277575
104.59,345.97,418.22,6.86851031,2.301541823,3.258190107,3.555578759,4.403521872,2.610528156,1.595142915,1.674256015
105.33,50.9,379.01,0.475706734,0.676015034,0.561717121,0.67391251,7.577817548,2.602023368,3.242649494,3.742063257
104.74,70.96,432.47,0.289911694,0.339841035,0.311402651,0.351338603,7.063285995,4.304640569,3.263729921,3.550210207
106.07,115.82,391.39,0.698136429,0.555376167,0.55695512,0.658953448,3.578791912,7.385545255,3.227453952,3.725354128
106.45,148.28,403.28,0.451624779,0.403162598,0.427449137,0.492182997,2.549501875,7.520187205,3.173098336,3.767528772
105.63,220.87,379.42,2.435038376,7.65578217,3.13971572,3.887233914,0.786394284,0.556898912,0.881912879,0.422697108
106,253.33,373.11,4.49789027,7.128757038,3.332696394,3.872054865,0.713293051,0.862589986,1.035227848,0.421411604
106.37,285.79,408.8,6.949366339,4.753320509,3.347997972,3.908464107,0.274912249,0.312167921,0.31805563,0.328926012
105.78,305.85,386.72,7.600587177,2.987584286,3.315451927,3.992718441,0.453459473,0.623648705,0.612147159,0.561841039
105.92,30.83,391.42,0.574944363,0.571184249,0.591709073,0.631408404,7.466257916,2.64426419,3.262179807,3.761620655
106.15,338.31,434.2,7.234664364,2.669167838,3.360945772,3.891874732,3.243787641,1.068496756,0.907151508,0.899417123
