UTC,GRB Fluence,GRB Start,GRB End,GRB Theta (GTM),GRB Phi (GTM),GRB Theta (TASA),GRB Phi (TASA),Table Number
2024_06_27_01_19_04.386347,4e-05,699,709,45,60,134.82221473819004,119.9638079778068,1
