Trigger Time UTC,Min Trigger Time Bin,T50,T90,T05 to Trigger,T25 to Trigger,T75 to Trigger,T95 to Trigger,NN SRC Count,NP SRC Count,NT SRC Count,NB SRC Count,PN SRC Count,PP SRC Count,PT SRC Count,PB SRC Count,NN BKG Count,NP BKG Count,NT BKG Count,NB BKG Count,PN BKG Count,PP BKG Count,PT BKG Count,PB BKG Count,qw,qx,qy,qz,ECIx,ECIy,ECIz
01_26_2022_02_06_34.583301,2.0,4.0,8.0,0.0,4.0,8.0,8.0,-30.121664523388546,-1.559074103841823,2.5114330493489945,14.10335958849059,130.48780340781224,67.0976330171998,70.63161067352516,146.03952338852275,430.1216645233886,404.55907410384185,403.48856695065103,428.8966404115094,386.51219659218776,426.90236698280023,401.36838932647487,399.9604766114772,0.7071067811865476,0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
