Time,Qw,Qx,Qy,Qz,ECIx,ECIy,ECIz
0.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
10.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
20.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
30.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
40.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
50.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
60.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
70.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
80.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
90.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
100.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
110.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
120.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
130.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
140.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
150.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
160.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
170.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
180.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
190.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
200.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
210.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
220.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
230.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
240.0,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
