Trigger UTC,Trigger Min Time Bin,T50,T90,NN SRC Count,NP SRC Count,NT SRC Count,NB SRC Count,PN SRC Count,PP SRC Count,PT SRC Count,PB SRC Count,NN BKG Count,NP BKG Count,NT BKG Count,NB BKG Count,PN BKG Count,PP BKG Count,PT BKG Count,PB BKG Count,Qw,Qx,Qy,Qz,ECIx,ECIy,ECIz
2024_06_27_01_19_10.115624,0.5,4.5,8.5,15.681619353236265,18.937799202493654,14.544301192234677,19.803842835160573,121.33336252401432,70.7852291364843,139.87889317732612,33.20397797389779,376.31838064676367,369.0622007975063,377.4556988077653,376.1961571648394,378.6666374759856,374.2147708635157,373.1211068226739,373.7960220261022,0.7071067811865476,-0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
